number,value,datetime_start,datetime_complete,duration,params_dema_period,params_tema_fast,params_tema_slow,state
813,4059.2561267875462,2025-06-30 22:03:50.124076,2025-06-30 23:39:22.442839,0 days 01:35:32.318763,193,44,235,COMPLETE
814,4372.92189145026,2025-06-30 22:03:50.840958,2025-06-30 23:42:09.394144,0 days 01:38:18.553186,197,43,236,COMPLETE
815,4377.648608097087,2025-06-30 22:03:51.275733,2025-06-30 23:43:48.451738,0 days 01:39:57.176005,195,43,233,COMPLETE
816,3626.954252772296,2025-06-30 22:03:52.197922,2025-06-30 23:29:18.906479,0 days 01:25:26.708557,188,45,231,COMPLETE
817,7425.32118274413,2025-06-30 22:03:52.574871,2025-06-30 23:42:04.029048,0 days 01:38:11.454177,191,32,231,COMPLETE
818,4110.104335567191,2025-06-30 22:03:53.583851,2025-06-30 23:41:18.361489,0 days 01:37:24.777638,191,44,232,COMPLETE
819,11128.903088070398,2025-06-30 22:03:54.038162,2025-06-30 23:40:55.246533,0 days 01:37:01.208371,194,45,146,COMPLETE
820,6109.147824901629,2025-06-30 22:03:55.563356,2025-06-30 23:44:09.417839,0 days 01:40:13.854483,193,32,229,COMPLETE
821,4478.574705474396,2025-06-30 22:03:55.971955,2025-06-30 23:41:16.371010,0 days 01:37:20.399055,189,45,232,COMPLETE
822,10680.91357060823,2025-06-30 22:03:56.134721,2025-06-30 23:43:42.021310,0 days 01:39:45.886589,191,44,146,COMPLETE
823,12529.561338644506,2025-06-30 22:03:57.173206,2025-06-30 23:41:32.219012,0 days 01:37:35.045806,192,44,145,COMPLETE
824,4398.95092660861,2025-06-30 22:03:57.639015,2025-06-30 23:32:20.117266,0 days 01:28:22.478251,189,45,233,COMPLETE
825,9132.146250213225,2025-06-30 22:03:57.852740,2025-06-30 23:42:39.494519,0 days 01:38:41.641779,193,44,119,COMPLETE
826,9262.159349619267,2025-06-30 22:03:58.248162,2025-06-30 23:32:41.913181,0 days 01:28:43.665019,196,43,120,COMPLETE
827,3617.4437393607304,2025-06-30 22:03:58.360296,2025-06-30 23:42:10.973583,0 days 01:38:12.613287,192,45,230,COMPLETE
828,7591.500228600402,2025-06-30 22:03:59.153307,2025-06-30 23:31:44.966836,0 days 01:27:45.813529,193,33,233,COMPLETE
829,4053.908955528712,2025-06-30 22:03:59.381929,2025-06-30 23:42:51.780332,0 days 01:38:52.398403,193,44,236,COMPLETE
830,4518.794750911809,2025-06-30 22:03:59.656253,2025-06-30 23:44:24.476021,0 days 01:40:24.819768,191,45,233,COMPLETE
831,4232.263596678126,2025-06-30 22:03:59.969985,2025-06-30 23:32:39.347420,0 days 01:28:39.377435,193,44,232,COMPLETE
832,4250.328689243517,2025-06-30 22:04:00.716788,2025-06-30 23:41:28.886221,0 days 01:37:28.169433,194,44,232,COMPLETE
833,9186.525284155936,2025-06-30 22:04:01.088684,2025-06-30 23:41:43.662301,0 days 01:37:42.573617,192,44,123,COMPLETE
834,4937.81835634264,2025-06-30 22:04:01.288553,2025-06-30 23:41:58.410404,0 days 01:37:57.121851,193,43,230,COMPLETE
835,2900.458437542138,2025-06-30 22:04:02.315051,2025-06-30 23:41:37.392287,0 days 01:37:35.077236,192,45,229,COMPLETE
836,7711.924194928621,2025-06-30 22:04:03.319430,2025-06-30 23:43:01.079763,0 days 01:38:57.760333,191,43,114,COMPLETE
837,5395.04185666588,2025-06-30 22:04:04.556559,2025-06-30 23:33:50.481754,0 days 01:29:45.925195,187,33,118,COMPLETE
838,5649.554963178916,2025-06-30 22:04:04.986931,2025-06-30 23:31:23.692937,0 days 01:27:18.706006,191,33,119,COMPLETE
839,8775.177913917312,2025-06-30 22:04:05.134192,2025-06-30 23:42:23.450294,0 days 01:38:18.316102,188,44,118,COMPLETE
840,5347.422106913864,2025-06-30 22:04:06.325366,2025-06-30 23:43:47.089793,0 days 01:39:40.764427,191,33,115,COMPLETE
841,8522.990863628338,2025-06-30 22:04:07.290613,2025-06-30 23:44:26.783010,0 days 01:40:19.492397,191,43,119,COMPLETE
842,6975.949345545951,2025-06-30 22:04:08.391769,2025-06-30 23:42:10.618510,0 days 01:38:02.226741,178,43,117,COMPLETE
843,4031.0481076425604,2025-06-30 22:04:09.211017,2025-06-30 23:42:54.419999,0 days 01:38:45.208982,177,42,109,COMPLETE
844,6924.455847234889,2025-06-30 22:04:09.389052,2025-06-30 23:35:38.541976,0 days 01:31:29.152924,177,44,122,COMPLETE
845,6308.748770884341,2025-06-30 22:04:09.658020,2025-06-30 23:43:32.532119,0 days 01:39:22.874099,177,42,118,COMPLETE
846,9859.159416637282,2025-06-30 22:04:09.780123,2025-06-30 23:32:24.757296,0 days 01:28:14.977173,183,45,122,COMPLETE
847,7787.203419011127,2025-06-30 22:04:11.791593,2025-06-30 23:41:53.508653,0 days 01:37:41.717060,177,44,120,COMPLETE
848,7685.379110293308,2025-06-30 22:04:12.056441,2025-06-30 23:42:34.961635,0 days 01:38:22.905194,179,44,119,COMPLETE
849,10275.62669224414,2025-06-30 22:04:13.154080,2025-06-30 23:44:25.423936,0 days 01:40:12.269856,177,45,124,COMPLETE
850,6615.580171381019,2025-06-30 22:04:14.183541,2025-06-30 23:43:11.357258,0 days 01:38:57.173717,177,43,121,COMPLETE
851,11559.19264978866,2025-06-30 22:04:14.590425,2025-06-30 23:31:49.674556,0 days 01:27:35.084131,178,46,122,COMPLETE
852,7836.005051072807,2025-06-30 22:04:15.441935,2025-06-30 23:44:17.125297,0 days 01:40:01.683362,178,45,120,COMPLETE
853,8734.956609803266,2025-06-30 22:04:15.634589,2025-06-30 23:42:34.534584,0 days 01:38:18.899995,180,45,118,COMPLETE
854,6990.485340181233,2025-06-30 22:04:16.936384,2025-06-30 23:42:41.251533,0 days 01:38:24.315149,177,45,120,COMPLETE
855,8697.356671282923,2025-06-30 22:04:16.996853,2025-06-30 23:43:01.007973,0 days 01:38:44.011120,180,45,119,COMPLETE
856,9388.746366026035,2025-06-30 22:04:17.893799,2025-06-30 23:20:40.943799,0 days 01:16:23.050000,178,46,120,COMPLETE
857,5990.580453150259,2025-06-30 22:04:21.181591,2025-06-30 23:43:06.346329,0 days 01:38:45.164738,180,45,106,COMPLETE
858,9382.848188155987,2025-06-30 22:04:24.036929,2025-06-30 23:43:22.731074,0 days 01:38:58.694145,178,46,117,COMPLETE
859,8020.4869541577755,2025-06-30 22:04:24.770725,2025-06-30 23:43:50.420755,0 days 01:39:25.650030,179,45,120,COMPLETE
860,3766.232238100224,2025-06-30 22:04:25.015198,2025-06-30 23:44:14.016839,0 days 01:39:49.001641,180,32,114,COMPLETE
861,2741.4109495574976,2025-06-30 22:04:25.233395,2025-06-30 23:44:01.415072,0 days 01:39:36.181677,176,33,119,COMPLETE
862,8218.04158458774,2025-06-30 22:04:25.840531,2025-06-30 23:43:18.031951,0 days 01:38:52.191420,184,45,120,COMPLETE
863,7583.458726220099,2025-06-30 22:04:26.730711,2025-06-30 23:43:40.000239,0 days 01:39:13.269528,180,33,122,COMPLETE
864,4349.7404375013,2025-06-30 22:04:26.908782,2025-06-30 23:43:50.155128,0 days 01:39:23.246346,180,35,111,COMPLETE
865,8138.367395844062,2025-06-30 22:04:28.321493,2025-06-30 23:44:23.960756,0 days 01:39:55.639263,179,45,121,COMPLETE
866,1402.3942667942638,2025-06-30 22:04:28.601601,2025-06-30 23:43:46.510318,0 days 01:39:17.908717,176,31,119,COMPLETE
867,7022.753282797086,2025-06-30 22:04:30.059029,2025-06-30 23:43:43.215735,0 days 01:39:13.156706,180,45,112,COMPLETE
868,3198.118463297282,2025-06-30 22:04:30.807169,2025-06-30 23:43:13.301882,0 days 01:38:42.494713,178,33,118,COMPLETE
869,5342.011352076388,2025-06-30 22:04:32.092768,2025-06-30 23:44:06.833023,0 days 01:39:34.740255,180,34,119,COMPLETE
870,3213.9907626393415,2025-06-30 22:04:32.529274,2025-06-30 23:32:46.853123,0 days 01:28:14.323849,178,32,131,COMPLETE
871,7628.965029796185,2025-06-30 22:04:34.048771,2025-06-30 23:43:33.666244,0 days 01:38:59.617473,180,33,123,COMPLETE
872,9306.144342294225,2025-06-30 22:04:35.184440,2025-06-30 23:43:16.943698,0 days 01:38:41.759258,179,33,124,COMPLETE
873,2761.5052048485095,2025-06-30 22:04:35.484326,2025-06-30 23:43:12.581381,0 days 01:38:37.097055,176,34,126,COMPLETE
874,3521.839131736142,2025-06-30 22:04:36.196058,2025-06-30 23:44:15.536880,0 days 01:39:39.340822,177,33,120,COMPLETE
875,5243.597733611998,2025-06-30 22:04:37.196309,2025-06-30 23:43:07.588195,0 days 01:38:30.391886,178,34,125,COMPLETE
876,6078.533991964292,2025-06-30 22:04:38.640917,2025-06-30 23:42:56.463972,0 days 01:38:17.823055,179,32,127,COMPLETE
877,8299.794773697286,2025-06-30 22:04:40.002445,2025-06-30 23:43:44.561489,0 days 01:39:04.559044,182,45,121,COMPLETE
878,7811.102482045356,2025-06-30 22:04:41.186411,2025-06-30 23:44:05.268536,0 days 01:39:24.082125,179,32,123,COMPLETE
879,8436.700670369277,2025-06-30 22:04:41.695224,2025-06-30 23:42:43.926081,0 days 01:38:02.230857,179,32,124,COMPLETE
880,8557.162306343933,2025-06-30 22:04:42.268648,2025-06-30 23:44:05.651250,0 days 01:39:23.382602,179,32,125,COMPLETE
881,2836.6005054548878,2025-06-30 22:04:42.406182,2025-06-30 23:43:56.247855,0 days 01:39:13.841673,177,34,126,COMPLETE
882,4904.067616153655,2025-06-30 22:04:42.931393,2025-06-30 23:34:23.200322,0 days 01:29:40.268929,175,33,125,COMPLETE
883,6317.823480111572,2025-06-30 22:04:43.721631,2025-06-30 23:43:47.508558,0 days 01:39:03.786927,179,34,128,COMPLETE
884,9505.42996627935,2025-06-30 22:04:45.338156,2025-06-30 23:44:23.671360,0 days 01:39:38.333204,179,34,157,COMPLETE
885,6984.555517214587,2025-06-30 22:04:45.812079,2025-06-30 23:42:53.231269,0 days 01:38:07.419190,179,32,122,COMPLETE
886,5613.842049676704,2025-06-30 22:04:46.173461,2025-06-30 23:37:39.401247,0 days 01:32:53.227786,178,32,123,COMPLETE
887,7836.005051072807,2025-06-30 22:04:46.760218,2025-06-30 23:43:18.846378,0 days 01:38:32.086160,178,45,120,COMPLETE
888,6455.563982013584,2025-06-30 22:04:46.898184,2025-06-30 23:44:03.286278,0 days 01:39:16.388094,178,33,125,COMPLETE
889,4571.781498285208,2025-06-30 22:04:49.671715,2025-06-30 23:43:09.721744,0 days 01:38:20.050029,178,32,126,COMPLETE
890,5449.094587143702,2025-06-30 22:04:50.377389,2025-06-30 23:44:00.989050,0 days 01:39:10.611661,179,33,131,COMPLETE
891,3498.455140368922,2025-06-30 22:04:51.370645,2025-06-30 23:42:49.697228,0 days 01:37:58.326583,178,33,127,COMPLETE
892,6023.086716901477,2025-06-30 22:04:52.104809,2025-06-30 23:44:00.387972,0 days 01:39:08.283163,179,33,120,COMPLETE
893,2741.4109495574976,2025-06-30 22:04:52.583975,2025-06-30 23:43:57.366129,0 days 01:39:04.782154,176,33,119,COMPLETE
894,6981.515257451452,2025-06-30 22:04:53.859321,2025-06-30 23:44:10.111449,0 days 01:39:16.252128,181,34,121,COMPLETE
895,5342.011352076388,2025-06-30 22:04:54.238533,2025-06-30 23:43:26.107902,0 days 01:38:31.869369,180,34,119,COMPLETE
896,6984.555517214587,2025-06-30 22:04:54.770668,2025-06-30 23:44:08.797842,0 days 01:39:14.027174,179,32,122,COMPLETE
897,4496.483564037564,2025-06-30 22:04:55.113747,2025-06-30 23:44:05.691103,0 days 01:39:10.577356,178,34,123,COMPLETE
898,3955.2735426654335,2025-06-30 22:04:55.440315,2025-06-30 23:44:26.994263,0 days 01:39:31.553948,173,34,125,COMPLETE
899,2131.6203730014777,2025-06-30 22:04:55.964924,2025-06-30 23:43:52.565469,0 days 01:38:56.600545,175,31,125,COMPLETE
900,6455.563982013584,2025-06-30 22:04:56.992932,2025-06-30 23:43:47.463117,0 days 01:38:50.470185,178,33,125,COMPLETE
901,7797.035023684895,2025-06-30 22:04:57.318749,2025-06-30 23:43:46.000435,0 days 01:38:48.681686,181,33,126,COMPLETE
902,5179.5752263579325,2025-06-30 22:04:58.555944,2025-06-30 23:43:59.498539,0 days 01:39:00.942595,178,33,122,COMPLETE
903,6180.348544824247,2025-06-30 22:04:59.019603,2025-06-30 23:44:07.514435,0 days 01:39:08.494832,180,34,129,COMPLETE
904,7583.074326392068,2025-06-30 22:05:00.481711,2025-06-30 23:43:55.677852,0 days 01:38:55.196141,179,33,122,COMPLETE
905,4144.361282691117,2025-06-30 22:05:01.205956,2025-06-30 23:42:41.931532,0 days 01:37:40.725576,175,31,124,COMPLETE
906,6109.913114091394,2025-06-30 22:05:01.971939,2025-06-30 23:43:41.732702,0 days 01:38:39.760763,179,34,129,COMPLETE
907,6242.541149274541,2025-06-30 22:05:03.208324,2025-06-30 23:44:14.955588,0 days 01:39:11.747264,179,35,126,COMPLETE
908,5593.188764238234,2025-06-30 22:05:03.693192,2025-06-30 23:43:42.599871,0 days 01:38:38.906679,181,33,119,COMPLETE
909,4258.060775543371,2025-06-30 22:05:05.438600,2025-06-30 23:43:33.004350,0 days 01:38:27.565750,178,33,129,COMPLETE
910,6109.913114091394,2025-06-30 22:05:05.897499,2025-06-30 23:44:09.273295,0 days 01:39:03.375796,179,34,129,COMPLETE
911,4871.618943926523,2025-06-30 22:05:06.743167,2025-06-30 23:37:40.362812,0 days 01:32:33.619645,178,34,124,COMPLETE
912,4148.307131812882,2025-06-30 22:05:07.715501,2025-06-30 23:43:07.893195,0 days 01:38:00.177694,177,34,121,COMPLETE
913,5323.856698555357,2025-06-30 22:05:08.509929,2025-06-30 23:44:06.988289,0 days 01:38:58.478360,179,34,119,COMPLETE
914,5754.467178307459,2025-06-30 22:05:09.304691,2025-06-30 23:39:45.131519,0 days 01:34:35.826828,179,31,125,COMPLETE
915,7289.247439568922,2025-06-30 22:05:10.061761,2025-06-30 23:43:42.008109,0 days 01:38:31.946348,179,34,123,COMPLETE
916,7628.965029796185,2025-06-30 22:05:10.582377,2025-06-30 23:44:25.367912,0 days 01:39:14.785535,180,33,123,COMPLETE
917,9306.144342294225,2025-06-30 22:05:13.379484,2025-06-30 23:43:58.166977,0 days 01:38:44.787493,179,33,124,COMPLETE
918,5323.856698555357,2025-06-30 22:05:13.755793,2025-06-30 23:43:07.088410,0 days 01:37:53.332617,179,34,119,COMPLETE
919,4664.091397161972,2025-06-30 22:05:14.866300,2025-06-30 23:43:17.343108,0 days 01:38:02.476808,177,33,124,COMPLETE
920,5552.845776465719,2025-06-30 22:05:16.880950,2025-06-30 23:37:33.139215,0 days 01:32:16.258265,178,33,123,COMPLETE
921,9537.941913274635,2025-06-30 22:05:17.287304,2025-06-30 23:44:18.918228,0 days 01:39:01.630924,180,33,156,COMPLETE
922,7415.74478557882,2025-06-30 22:05:17.925255,2025-06-30 23:43:44.428227,0 days 01:38:26.502972,181,32,122,COMPLETE
923,8082.55839511153,2025-06-30 22:05:20.392780,2025-06-30 23:43:57.583733,0 days 01:38:37.190953,181,33,122,COMPLETE
924,8884.302101499969,2025-06-30 22:05:23.292401,2025-06-30 23:43:41.102527,0 days 01:38:17.810126,182,45,117,COMPLETE
925,7859.356992226763,2025-06-30 22:05:24.301808,2025-06-30 23:38:16.060164,0 days 01:32:51.758356,183,33,126,COMPLETE
926,5256.213248991458,2025-06-30 22:05:24.412741,2025-06-30 23:43:49.730381,0 days 01:38:25.317640,182,34,118,COMPLETE
927,7593.256662832472,2025-06-30 22:05:24.780580,2025-06-30 23:43:52.713964,0 days 01:38:27.933384,182,34,123,COMPLETE
928,8082.55839511153,2025-06-30 22:05:25.471799,2025-06-30 23:44:09.029527,0 days 01:38:43.557728,181,33,122,COMPLETE
929,7628.965029796185,2025-06-30 22:05:26.010854,2025-06-30 23:43:44.733846,0 days 01:38:18.722992,180,33,123,COMPLETE
930,7447.811790588105,2025-06-30 22:05:26.167329,2025-06-30 23:44:20.981608,0 days 01:38:54.814279,182,34,134,COMPLETE
931,3463.49481769478,2025-06-30 22:05:27.291941,2025-06-30 23:43:59.460241,0 days 01:38:32.168300,177,32,126,COMPLETE
932,9301.369388019339,2025-06-30 22:05:28.934635,2025-06-30 23:43:46.696192,0 days 01:38:17.761557,178,33,158,COMPLETE
933,1382.2506157399484,2025-06-30 22:05:29.183172,2025-06-30 23:43:48.999720,0 days 01:38:19.816548,177,34,99,COMPLETE
934,12695.034905031727,2025-06-30 22:05:29.722079,2025-06-30 23:22:48.517257,0 days 01:17:18.795178,178,46,127,COMPLETE
935,4664.091397161972,2025-06-30 22:05:29.977070,2025-06-30 23:43:23.448898,0 days 01:37:53.471828,177,33,124,COMPLETE
936,5115.961759608749,2025-06-30 22:05:30.236945,2025-06-30 23:43:53.494836,0 days 01:38:23.257891,177,32,134,COMPLETE
937,7020.09363915059,2025-06-30 22:05:30.363553,2025-06-30 23:43:56.538716,0 days 01:38:26.175163,179,35,123,COMPLETE
938,7792.927712965777,2025-06-30 22:05:31.641345,2025-06-30 23:44:09.326067,0 days 01:38:37.684722,183,33,134,COMPLETE
939,7593.256662832472,2025-06-30 22:05:31.788871,2025-06-30 23:44:07.666886,0 days 01:38:35.878015,182,34,123,COMPLETE
940,7583.458726220099,2025-06-30 22:05:31.910893,2025-06-30 23:40:46.664395,0 days 01:35:14.753502,180,33,122,COMPLETE
941,6511.16441630171,2025-06-30 22:05:33.801386,2025-06-30 23:44:09.280953,0 days 01:38:35.479567,182,34,127,COMPLETE
942,7039.857627126764,2025-06-30 22:05:34.015149,2025-06-30 23:44:07.014712,0 days 01:38:32.999563,185,31,123,COMPLETE
943,7633.797972777685,2025-06-30 22:05:34.294936,2025-06-30 23:40:18.224620,0 days 01:34:43.929684,181,34,124,COMPLETE
944,8263.22183771593,2025-06-30 22:05:35.671235,2025-06-30 23:44:22.268106,0 days 01:38:46.596871,184,34,125,COMPLETE
945,9651.137791779413,2025-06-30 22:05:36.140480,2025-06-30 23:44:23.587377,0 days 01:38:47.446897,181,33,124,COMPLETE
946,8272.15999967022,2025-06-30 22:05:37.686670,2025-06-30 23:44:17.433048,0 days 01:38:39.746378,182,33,123,COMPLETE
947,6053.344633182638,2025-06-30 22:05:38.692572,2025-06-30 23:44:24.808040,0 days 01:38:46.115468,182,32,120,COMPLETE
948,10387.944487117009,2025-06-30 22:05:38.789256,2025-06-30 23:38:00.005329,0 days 01:32:21.216073,185,45,123,COMPLETE
949,6534.016288478877,2025-06-30 22:05:40.187565,2025-06-30 23:44:24.263034,0 days 01:38:44.075469,181,34,120,COMPLETE
950,7555.915755777343,2025-06-30 22:05:40.493692,2025-06-30 23:44:20.785135,0 days 01:38:40.291443,183,35,123,COMPLETE
951,10244.388064172867,2025-06-30 22:05:41.028198,2025-06-30 23:40:06.310395,0 days 01:34:25.282197,182,33,125,COMPLETE
952,5570.7265049174775,2025-06-30 22:05:42.238708,2025-06-30 23:44:26.073462,0 days 01:38:43.834754,181,34,119,COMPLETE
953,6980.82650550883,2025-06-30 22:05:43.769821,2025-06-30 23:44:12.488408,0 days 01:38:28.718587,180,32,122,COMPLETE
954,2274.544885780777,2025-06-30 22:05:45.212700,2025-06-30 23:40:24.699616,0 days 01:34:39.486916,176,34,128,COMPLETE
955,2281.5836336629263,2025-06-30 22:05:46.476213,2025-06-30 23:43:50.383212,0 days 01:38:03.906999,175,32,118,COMPLETE
956,2658.262217207861,2025-06-30 22:05:48.894372,2025-06-30 23:44:10.247697,0 days 01:38:21.353325,176,32,130,COMPLETE
957,7489.0308348683275,2025-06-30 22:05:50.654840,2025-06-30 23:43:53.450269,0 days 01:38:02.795429,179,33,126,COMPLETE
958,6078.533991964292,2025-06-30 22:05:51.305874,2025-06-30 23:44:05.995708,0 days 01:38:14.689834,179,32,127,COMPLETE
959,4251.86809775576,2025-06-30 22:05:52.869452,2025-06-30 23:44:22.411375,0 days 01:38:29.541923,176,34,122,COMPLETE
960,5904.82684347198,2025-06-30 22:05:53.784819,2025-06-30 23:44:00.903288,0 days 01:38:07.118469,179,32,120,COMPLETE
961,7583.074326392068,2025-06-30 22:05:56.816339,2025-06-30 23:44:20.058357,0 days 01:38:23.242018,179,33,122,COMPLETE
962,3978.0441106766966,2025-06-30 22:05:57.355766,2025-06-30 23:44:26.106866,0 days 01:38:28.751100,176,34,125,COMPLETE
963,2238.503623101071,2025-06-30 22:05:57.442161,2025-06-30 23:44:13.816596,0 days 01:38:16.374435,179,33,85,COMPLETE
964,5552.845776465719,2025-06-30 22:05:58.646846,2025-06-30 23:44:15.598383,0 days 01:38:16.951537,178,33,123,COMPLETE
965,5243.597733611998,2025-06-30 22:05:59.024232,2025-06-30 23:44:17.237651,0 days 01:38:18.213419,178,34,125,COMPLETE
966,3419.415566226544,2025-06-30 22:05:59.181567,2025-06-30 23:05:42.612348,0 days 00:59:43.430781,176,32,126,COMPLETE
967,2426.9148276890355,2025-06-30 22:06:00.860926,2025-06-30 23:44:19.611080,0 days 01:38:18.750154,176,35,126,COMPLETE
968,4150.897953280983,2025-06-30 22:06:02.418248,2025-06-30 23:44:19.675131,0 days 01:38:17.256883,176,34,121,COMPLETE
969,3286.3964002325984,2025-06-30 22:06:02.571499,2025-06-30 23:44:23.401821,0 days 01:38:20.830322,176,34,120,COMPLETE
970,3615.247315497725,2025-06-30 22:06:02.816879,2025-06-30 23:39:40.070883,0 days 01:33:37.254004,176,34,124,COMPLETE
971,4815.756526606922,2025-06-30 22:06:03.041015,2025-06-30 23:43:54.581028,0 days 01:37:51.540013,177,33,238,COMPLETE
972,7888.6458821735605,2025-06-30 22:06:03.682591,2025-06-30 23:44:26.025769,0 days 01:38:22.343178,178,34,133,COMPLETE
973,6667.499627912682,2025-06-30 22:06:05.773582,2025-06-30 23:44:06.774941,0 days 01:38:01.001359,179,34,121,COMPLETE
974,2836.6005054548878,2025-06-30 22:06:07.267913,2025-06-30 23:43:45.775231,0 days 01:37:38.507318,177,34,126,COMPLETE
975,4148.307131812882,2025-06-30 22:06:08.822950,2025-06-30 23:41:48.007809,0 days 01:35:39.184859,177,34,121,COMPLETE
976,6220.811791361541,2025-06-30 22:06:10.679627,2025-06-30 23:44:17.646778,0 days 01:38:06.967151,176,34,249,COMPLETE
977,6640.526870289207,2025-06-30 22:06:10.929434,2025-06-30 23:43:57.331582,0 days 01:37:46.402148,178,35,130,COMPLETE
978,6993.034071560052,2025-06-30 22:06:11.426026,2025-06-30 23:44:02.083801,0 days 01:37:50.657775,179,34,132,COMPLETE
979,10110.718403718856,2025-06-30 22:06:13.830953,2025-06-30 23:44:21.819925,0 days 01:38:07.988972,176,34,154,COMPLETE
980,5814.132522103576,2025-06-30 22:06:16.422417,2025-06-30 23:40:33.138387,0 days 01:34:16.715970,178,35,125,COMPLETE
981,9306.144342294225,2025-06-30 22:06:17.086384,2025-06-30 23:30:30.650723,0 days 01:24:13.564339,179,33,124,COMPLETE
982,6924.283252688078,2025-06-30 22:06:19.359500,2025-06-30 23:44:13.345435,0 days 01:37:53.985935,180,35,128,COMPLETE
983,9611.64021470676,2025-06-30 22:06:22.738214,2025-06-30 23:44:06.804411,0 days 01:37:44.066197,179,45,122,COMPLETE
984,6585.111923697014,2025-06-30 22:06:24.318476,2025-06-30 23:43:50.282530,0 days 01:37:25.964054,180,33,127,COMPLETE
985,6657.4269324188435,2025-06-30 22:06:25.250415,2025-06-30 23:43:17.201202,0 days 01:36:51.950787,181,33,130,COMPLETE
986,8344.387289235801,2025-06-30 22:06:25.845040,2025-06-30 23:44:03.345918,0 days 01:37:37.500878,182,35,125,COMPLETE
987,10148.916831216477,2025-06-30 22:06:29.381598,2025-06-30 23:44:01.412471,0 days 01:37:32.030873,181,33,125,COMPLETE
988,3661.9468739081094,2025-06-30 22:06:30.151010,2025-06-30 23:44:23.462334,0 days 01:37:53.311324,181,34,249,COMPLETE
989,5443.888817048284,2025-06-30 22:06:30.728408,2025-06-30 23:43:54.287968,0 days 01:37:23.559560,180,31,128,COMPLETE
990,6040.486227371207,2025-06-30 22:06:31.318834,2025-06-30 23:44:23.865824,0 days 01:37:52.546990,180,31,129,COMPLETE
991,4175.803811869818,2025-06-30 22:06:32.611067,2025-06-30 23:44:13.313725,0 days 01:37:40.702658,178,34,250,COMPLETE
992,9744.585744553202,2025-06-30 22:06:34.167553,2025-06-30 23:43:46.924209,0 days 01:37:12.756656,182,33,124,COMPLETE
993,3216.6645935842334,2025-06-30 22:06:34.493742,2025-06-30 23:44:11.566223,0 days 01:37:37.072481,181,33,249,COMPLETE
994,6513.694549266194,2025-06-30 22:06:39.572236,2025-06-30 23:44:12.857740,0 days 01:37:33.285504,180,30,129,COMPLETE
995,10148.916831216477,2025-06-30 22:06:41.428546,2025-06-30 23:44:16.701906,0 days 01:37:35.273360,181,33,125,COMPLETE
996,6263.011749171073,2025-06-30 22:06:45.941266,2025-06-30 23:43:50.479132,0 days 01:37:04.537866,184,32,127,COMPLETE
997,7803.351437349649,2025-06-30 22:06:53.124927,2025-06-30 23:42:28.109266,0 days 01:35:34.984339,182,33,126,COMPLETE
998,6419.980744000303,2025-06-30 22:07:05.494328,2025-06-30 23:09:22.425077,0 days 01:02:16.930749,184,35,126,COMPLETE
999,8164.102521033852,2025-06-30 22:07:17.855766,2025-06-30 23:44:16.618403,0 days 01:36:58.762637,182,33,122,COMPLETE
