number,value,datetime_start,datetime_complete,duration,params_dema_period,params_tema_fast,params_tema_slow,state
405,8248.206285736926,2025-06-30 22:00:15.136633,2025-06-30 22:30:26.200274,0 days 00:30:11.063641,181,52,106,COMPLETE
406,11183.788564479306,2025-06-30 22:00:15.228381,2025-06-30 22:31:17.565301,0 days 00:31:02.336920,194,51,113,COMPLETE
407,11835.666160060977,2025-06-30 22:00:15.817701,2025-06-30 22:31:28.583733,0 days 00:31:12.766032,180,52,109,COMPLETE
408,12882.562948262726,2025-06-30 22:00:15.868349,2025-06-30 22:08:24.374200,0 days 00:08:08.505851,191,52,115,COMPLETE
409,7437.300138104707,2025-06-30 22:00:15.989597,2025-06-30 22:33:50.838432,0 days 00:33:34.848835,198,51,104,COMPLETE
410,7739.326339683994,2025-06-30 22:00:16.524911,2025-06-30 22:47:57.202321,0 days 00:47:40.677410,187,49,109,COMPLETE
411,12759.591049025868,2025-06-30 22:00:16.643563,2025-06-30 22:13:57.232226,0 days 00:13:40.588663,188,53,113,COMPLETE
412,14821.89637392931,2025-06-30 22:00:17.401606,2025-06-30 22:33:40.593649,0 days 00:33:23.192043,183,52,113,COMPLETE
413,12952.6371533788,2025-06-30 22:00:17.813847,2025-06-30 22:31:29.881557,0 days 00:31:12.067710,195,52,113,COMPLETE
414,6877.316878612959,2025-06-30 22:00:18.265670,2025-06-30 22:35:28.051592,0 days 00:35:09.785922,191,52,104,COMPLETE
415,11976.52725911787,2025-06-30 22:00:18.541310,2025-06-30 22:49:09.698933,0 days 00:48:51.157623,198,52,112,COMPLETE
416,9223.753317700059,2025-06-30 22:00:18.877956,2025-06-30 22:35:55.917624,0 days 00:35:37.039668,194,51,107,COMPLETE
417,3057.7046425663693,2025-06-30 22:00:19.758578,2025-06-30 22:49:14.667259,0 days 00:48:54.908681,197,20,124,COMPLETE
418,5496.0602901372395,2025-06-30 22:00:19.908512,2025-06-30 22:09:59.213312,0 days 00:09:39.304800,192,21,122,COMPLETE
419,12566.241005656726,2025-06-30 22:00:20.234424,2025-06-30 22:49:25.122916,0 days 00:49:04.888492,194,53,116,COMPLETE
420,10778.246183112393,2025-06-30 22:00:21.619976,2025-06-30 22:40:49.309137,0 days 00:40:27.689161,197,55,118,COMPLETE
421,12165.209491762627,2025-06-30 22:00:21.676557,2025-06-30 22:42:23.511680,0 days 00:42:01.835123,195,58,115,COMPLETE
422,10361.769800717015,2025-06-30 22:00:21.699110,2025-06-30 22:24:17.366877,0 days 00:23:55.667767,197,56,117,COMPLETE
423,1244.0277882727578,2025-06-30 22:00:22.232031,2025-06-30 22:44:23.473532,0 days 00:44:01.241501,162,20,119,COMPLETE
424,11794.01060667965,2025-06-30 22:00:22.302770,2025-06-30 22:45:51.907110,0 days 00:45:29.604340,196,56,118,COMPLETE
425,12937.79698511885,2025-06-30 22:00:23.726235,2025-06-30 23:20:58.248662,0 days 01:20:34.522427,197,55,114,COMPLETE
426,10578.996028590662,2025-06-30 22:00:23.816718,2025-06-30 22:44:40.075822,0 days 00:44:16.259104,193,55,107,COMPLETE
427,13655.121253167952,2025-06-30 22:00:24.411484,2025-06-30 22:27:08.158533,0 days 00:26:43.747049,192,54,115,COMPLETE
428,9244.23680439858,2025-06-30 22:00:24.755995,2025-06-30 22:45:26.090836,0 days 00:45:01.334841,197,54,106,COMPLETE
429,8486.714615286695,2025-06-30 22:00:25.222133,2025-06-30 23:04:18.341432,0 days 01:03:53.119299,183,53,105,COMPLETE
430,11856.617847149993,2025-06-30 22:00:25.327461,2025-06-30 22:27:40.759544,0 days 00:27:15.432083,197,52,112,COMPLETE
431,0.0,2025-06-30 22:00:25.944507,2025-06-30 22:06:18.271528,0 days 00:05:52.327021,194,54,31,COMPLETE
432,-1668.2963718643714,2025-06-30 22:00:26.040952,2025-06-30 22:53:08.564719,0 days 00:52:42.523767,193,57,247,COMPLETE
433,-294.38730319493607,2025-06-30 22:00:26.124696,2025-06-30 22:28:09.883979,0 days 00:27:43.759283,194,53,249,COMPLETE
434,6460.471229018314,2025-06-30 22:00:26.377105,2025-06-30 22:51:37.831136,0 days 00:51:11.454031,191,48,101,COMPLETE
435,0.0,2025-06-30 22:00:26.958194,2025-06-30 22:18:27.661154,0 days 00:18:00.702960,198,53,31,COMPLETE
436,0.0,2025-06-30 22:00:27.026112,2025-06-30 22:41:40.653874,0 days 00:41:13.627762,183,53,30,COMPLETE
437,13081.010482200618,2025-06-30 22:00:27.174114,2025-06-30 22:49:19.527718,0 days 00:48:52.353604,198,52,113,COMPLETE
438,9663.663982907115,2025-06-30 22:00:27.273693,2025-06-30 22:54:11.966025,0 days 00:53:44.692332,199,54,105,COMPLETE
439,7956.851279728295,2025-06-30 22:00:27.569691,2025-06-30 22:54:28.671473,0 days 00:54:01.101782,187,53,104,COMPLETE
440,0.0,2025-06-30 22:00:27.770472,2025-06-30 22:23:14.715030,0 days 00:22:46.944558,200,56,32,COMPLETE
441,8291.498710801425,2025-06-30 22:00:27.852343,2025-06-30 22:48:48.223019,0 days 00:48:20.370676,200,52,106,COMPLETE
442,7434.453645306639,2025-06-30 22:00:27.909042,2025-06-30 22:31:36.983771,0 days 00:31:09.074729,188,50,105,COMPLETE
443,7131.275706837512,2025-06-30 22:00:28.511194,2025-06-30 22:49:17.845905,0 days 00:48:49.334711,195,54,102,COMPLETE
444,6750.790299787159,2025-06-30 22:00:28.800208,2025-06-30 22:49:28.262326,0 days 00:48:59.462118,194,54,100,COMPLETE
445,5516.6292057953,2025-06-30 22:00:29.134455,2025-06-30 22:29:47.529699,0 days 00:29:18.395244,178,53,100,COMPLETE
446,6823.400761501286,2025-06-30 22:00:29.187482,2025-06-30 22:55:29.330495,0 days 00:55:00.143013,199,54,100,COMPLETE
447,0.0,2025-06-30 22:00:29.674007,2025-06-30 22:51:11.511392,0 days 00:50:41.837385,191,52,30,COMPLETE
448,12042.115868307956,2025-06-30 22:00:30.561920,2025-06-30 22:49:57.754609,0 days 00:49:27.192689,191,56,109,COMPLETE
449,12810.328219681398,2025-06-30 22:00:30.804189,2025-06-30 22:55:25.999434,0 days 00:54:55.195245,194,57,113,COMPLETE
450,0.0,2025-06-30 22:00:30.856997,2025-06-30 22:25:58.238807,0 days 00:25:27.381810,190,56,30,COMPLETE
451,0.0,2025-06-30 22:00:30.979835,2025-06-30 22:25:53.034443,0 days 00:25:22.054608,195,53,30,COMPLETE
452,0.0,2025-06-30 22:00:31.292119,2025-06-30 22:46:05.933110,0 days 00:45:34.640991,193,56,30,COMPLETE
453,10800.824696628873,2025-06-30 22:00:31.853317,2025-06-30 22:50:28.003702,0 days 00:49:56.150385,193,56,106,COMPLETE
454,6233.265795825007,2025-06-30 22:00:32.250183,2025-06-30 22:36:35.184300,0 days 00:36:02.934117,192,54,101,COMPLETE
455,7646.045385029736,2025-06-30 22:00:33.493345,2025-06-30 22:38:10.748404,0 days 00:37:37.255059,183,55,96,COMPLETE
456,0.0,2025-06-30 22:00:35.151174,2025-06-30 22:48:21.487413,0 days 00:47:46.336239,194,53,30,COMPLETE
457,7684.900418438629,2025-06-30 22:00:35.510288,2025-06-30 22:41:06.089955,0 days 00:40:30.579667,195,54,97,COMPLETE
458,7766.6029344876815,2025-06-30 22:00:35.594727,2025-06-30 23:00:27.325607,0 days 00:59:51.730880,195,52,99,COMPLETE
459,0.0,2025-06-30 22:00:36.292119,2025-06-30 22:32:15.704421,0 days 00:31:39.412302,195,54,31,COMPLETE
460,11284.631845516798,2025-06-30 22:00:36.628107,2025-06-30 22:50:56.477549,0 days 00:50:19.849442,197,58,113,COMPLETE
461,7300.681049827683,2025-06-30 22:00:36.694198,2025-06-30 22:44:09.528085,0 days 00:43:32.833887,198,17,192,COMPLETE
462,4176.767492954958,2025-06-30 22:00:36.740705,2025-06-30 22:44:27.965423,0 days 00:43:51.224718,195,56,200,COMPLETE
463,6650.317740160709,2025-06-30 22:00:36.874500,2025-06-30 22:51:23.593793,0 days 00:50:46.719293,200,17,190,COMPLETE
464,7111.795599383762,2025-06-30 22:00:37.213154,2025-06-30 23:00:07.027011,0 days 00:59:29.813857,196,18,197,COMPLETE
465,6206.930707288118,2025-06-30 22:00:37.570901,2025-06-30 22:51:26.661238,0 days 00:50:49.090337,196,16,195,COMPLETE
466,13015.374071402533,2025-06-30 22:00:38.341810,2025-06-30 23:15:29.029626,0 days 01:14:50.687816,199,18,30,COMPLETE
467,4817.434820304337,2025-06-30 22:00:38.771489,2025-06-30 22:52:25.269309,0 days 00:51:46.497820,195,20,189,COMPLETE
468,5716.872697425767,2025-06-30 22:00:39.685638,2025-06-30 23:19:18.676851,0 days 01:18:38.991213,198,18,203,COMPLETE
469,11054.751107892618,2025-06-30 22:00:40.101806,2025-06-30 22:51:36.317496,0 days 00:50:56.215690,186,19,30,COMPLETE
470,6565.498897607981,2025-06-30 22:00:40.166347,2025-06-30 22:51:35.292851,0 days 00:50:55.126504,198,15,188,COMPLETE
471,5317.384552648122,2025-06-30 22:00:40.309605,2025-06-30 23:00:53.496186,0 days 01:00:13.186581,200,17,194,COMPLETE
472,5935.895162245044,2025-06-30 22:00:40.892776,2025-06-30 22:53:50.646737,0 days 00:53:09.753961,190,16,200,COMPLETE
473,7327.001931705949,2025-06-30 22:00:40.953974,2025-06-30 22:52:56.894886,0 days 00:52:15.940912,200,17,188,COMPLETE
474,5192.096222440024,2025-06-30 22:00:41.152206,2025-06-30 22:51:42.086236,0 days 00:51:00.934030,196,13,31,COMPLETE
475,6990.143448129208,2025-06-30 22:00:41.615924,2025-06-30 22:52:38.527719,0 days 00:51:56.911795,197,16,188,COMPLETE
476,9805.523572452512,2025-06-30 22:00:41.786285,2025-06-30 22:46:06.302384,0 days 00:45:24.516099,198,16,30,COMPLETE
477,7163.1203329333475,2025-06-30 22:00:41.969472,2025-06-30 22:52:11.392777,0 days 00:51:29.423305,198,17,200,COMPLETE
478,6156.439619386255,2025-06-30 22:00:41.992311,2025-06-30 23:02:44.996221,0 days 01:02:03.003910,194,16,201,COMPLETE
479,9203.115957524187,2025-06-30 22:00:42.491106,2025-06-30 22:48:55.298895,0 days 00:48:12.807789,196,16,30,COMPLETE
480,7385.643883477014,2025-06-30 22:00:43.495298,2025-06-30 22:53:54.295412,0 days 00:53:10.800114,193,18,190,COMPLETE
481,6347.944439342563,2025-06-30 22:00:43.652051,2025-06-30 22:54:45.627944,0 days 00:54:01.975893,199,18,198,COMPLETE
482,5160.873541056084,2025-06-30 22:00:43.814586,2025-06-30 22:47:02.965177,0 days 00:46:19.150591,200,16,192,COMPLETE
483,5599.941496845742,2025-06-30 22:00:44.577507,2025-06-30 22:54:23.938226,0 days 00:53:39.360719,200,14,198,COMPLETE
484,7621.534459444729,2025-06-30 22:00:44.723010,2025-06-30 22:54:06.554831,0 days 00:53:21.831821,197,21,199,COMPLETE
485,1022.8225438715999,2025-06-30 22:00:45.025585,2025-06-30 22:49:06.195388,0 days 00:48:21.169803,199,17,116,COMPLETE
486,6976.321141882823,2025-06-30 22:00:45.824139,2025-06-30 22:54:38.231467,0 days 00:53:52.407328,192,17,190,COMPLETE
487,5834.891945683643,2025-06-30 22:00:46.376459,2025-06-30 22:54:10.665877,0 days 00:53:24.289418,195,15,201,COMPLETE
488,8033.859530217353,2025-06-30 22:00:46.429252,2025-06-30 22:55:07.653514,0 days 00:54:21.224262,198,18,189,COMPLETE
489,8182.552413736676,2025-06-30 22:00:46.554580,2025-06-30 23:05:31.767539,0 days 01:04:45.212959,194,18,193,COMPLETE
490,3738.366223639373,2025-06-30 22:00:46.811244,2025-06-30 22:54:43.302603,0 days 00:53:56.491359,195,18,201,COMPLETE
491,6552.013962272651,2025-06-30 22:00:47.453959,2025-06-30 23:07:36.674005,0 days 01:06:49.220046,192,17,202,COMPLETE
492,6953.416106302551,2025-06-30 22:00:47.496821,2025-06-30 22:54:05.939917,0 days 00:53:18.443096,192,20,195,COMPLETE
493,8404.552064657699,2025-06-30 22:00:49.309401,2025-06-30 22:55:25.892171,0 days 00:54:36.582770,196,19,189,COMPLETE
494,4850.531386571662,2025-06-30 22:00:50.166180,2025-06-30 23:05:50.504836,0 days 01:05:00.338656,200,15,195,COMPLETE
495,5986.611153486364,2025-06-30 22:00:50.548886,2025-06-30 23:08:43.386563,0 days 01:07:52.837677,197,16,200,COMPLETE
496,6810.585519149249,2025-06-30 22:00:51.486131,2025-06-30 23:29:38.126241,0 days 01:28:46.640110,196,17,195,COMPLETE
497,257.1539069039163,2025-06-30 22:00:51.711784,2025-06-30 22:55:03.238264,0 days 00:54:11.526480,191,18,109,COMPLETE
498,4972.454610777588,2025-06-30 22:00:51.804712,2025-06-30 22:55:49.096740,0 days 00:54:57.292028,192,18,204,COMPLETE
499,6069.936153219762,2025-06-30 22:00:52.049772,2025-06-30 22:55:10.542615,0 days 00:54:18.492843,200,15,186,COMPLETE
500,5558.686006083892,2025-06-30 22:00:53.003311,2025-06-30 22:49:58.376593,0 days 00:49:05.373282,195,13,195,COMPLETE
501,7302.0493724895,2025-06-30 22:00:53.156279,2025-06-30 23:07:06.441789,0 days 01:06:13.285510,193,20,194,COMPLETE
502,7380.2583430669165,2025-06-30 22:00:53.666411,2025-06-30 22:56:26.942482,0 days 00:55:33.276071,199,19,191,COMPLETE
503,4875.185158764418,2025-06-30 22:00:54.381695,2025-06-30 22:50:26.097719,0 days 00:49:31.716024,195,12,193,COMPLETE
504,12208.83447802208,2025-06-30 22:00:54.630152,2025-06-30 22:54:48.033432,0 days 00:53:53.403280,197,19,185,COMPLETE
505,5013.998426617519,2025-06-30 22:00:55.587593,2025-06-30 22:56:19.549152,0 days 00:55:23.961559,185,11,189,COMPLETE
506,5435.221352309448,2025-06-30 22:00:56.001275,2025-06-30 22:55:41.419708,0 days 00:54:45.418433,190,11,192,COMPLETE
507,6126.770213850338,2025-06-30 22:00:56.335714,2025-06-30 22:49:44.153818,0 days 00:48:47.818104,197,17,198,COMPLETE
508,6034.501256938639,2025-06-30 22:00:56.444900,2025-06-30 23:09:42.260488,0 days 01:08:45.815588,192,16,191,COMPLETE
509,7078.550253213678,2025-06-30 22:00:56.508312,2025-06-30 23:35:45.656992,0 days 01:34:49.148680,194,17,190,COMPLETE
510,7139.209939399425,2025-06-30 22:00:56.980658,2025-06-30 23:09:53.862319,0 days 01:08:56.881661,198,17,189,COMPLETE
511,5538.046651472157,2025-06-30 22:00:57.077424,2025-06-30 22:57:16.131146,0 days 00:56:19.053722,196,17,194,COMPLETE
512,7800.641528170206,2025-06-30 22:00:57.431060,2025-06-30 22:58:30.759031,0 days 00:57:33.327971,196,18,187,COMPLETE
513,5715.244635979166,2025-06-30 22:00:57.566889,2025-06-30 22:56:41.748584,0 days 00:55:44.181695,194,15,189,COMPLETE
514,6148.7728745951845,2025-06-30 22:00:57.728641,2025-06-30 23:09:46.600241,0 days 01:08:48.871600,198,18,207,COMPLETE
515,3756.27285440821,2025-06-30 22:00:58.261404,2025-06-30 22:57:35.824328,0 days 00:56:37.562924,181,12,199,COMPLETE
516,5933.329615221579,2025-06-30 22:00:58.500988,2025-06-30 22:57:26.807017,0 days 00:56:28.306029,200,16,199,COMPLETE
517,6055.369193108417,2025-06-30 22:01:00.058161,2025-06-30 22:57:58.584541,0 days 00:56:58.526380,195,16,201,COMPLETE
518,6534.6303668463415,2025-06-30 22:01:00.897785,2025-06-30 22:50:07.751482,0 days 00:49:06.853697,198,17,202,COMPLETE
519,6931.3955861766135,2025-06-30 22:01:00.933781,2025-06-30 22:57:45.103363,0 days 00:56:44.169582,193,16,203,COMPLETE
520,7212.249940737439,2025-06-30 22:01:01.333698,2025-06-30 22:58:11.951528,0 days 00:57:10.617830,196,16,187,COMPLETE
521,6324.280918492995,2025-06-30 22:01:01.444269,2025-06-30 22:58:23.398543,0 days 00:57:21.954274,193,16,196,COMPLETE
522,4573.9725395992045,2025-06-30 22:01:01.490271,2025-06-30 22:59:41.496769,0 days 00:58:40.006498,199,18,201,COMPLETE
523,6490.107169850245,2025-06-30 22:01:01.645687,2025-06-30 22:58:54.073996,0 days 00:57:52.428309,194,17,203,COMPLETE
524,2415.7368748959207,2025-06-30 22:01:01.884202,2025-06-30 23:12:12.703342,0 days 01:11:10.819140,200,20,117,COMPLETE
525,1994.6756078096278,2025-06-30 22:01:02.322862,2025-06-30 23:10:58.988047,0 days 01:09:56.665185,192,17,113,COMPLETE
526,2361.542749564376,2025-06-30 22:01:02.620413,2025-06-30 22:49:44.589661,0 days 00:48:41.969248,198,16,117,COMPLETE
527,-189.8385239509944,2025-06-30 22:01:03.015217,2025-06-30 22:50:26.725032,0 days 00:49:23.709815,196,18,109,COMPLETE
528,6024.79048796619,2025-06-30 22:01:03.169501,2025-06-30 23:34:52.774756,0 days 01:33:49.605255,199,17,198,COMPLETE
529,8706.503798548014,2025-06-30 22:01:03.227740,2025-06-30 22:59:48.901470,0 days 00:58:45.673730,188,47,111,COMPLETE
530,-111.90410185476594,2025-06-30 22:01:03.279194,2025-06-30 22:58:42.614527,0 days 00:57:39.335333,199,16,112,COMPLETE
531,3469.443849474652,2025-06-30 22:01:03.373126,2025-06-30 22:58:36.707079,0 days 00:57:33.333953,188,18,201,COMPLETE
532,-988.9594122654034,2025-06-30 22:01:03.686463,2025-06-30 22:58:45.317014,0 days 00:57:41.630551,195,14,113,COMPLETE
533,1682.0734454577332,2025-06-30 22:01:03.934124,2025-06-30 22:58:54.074081,0 days 00:57:50.139957,200,18,117,COMPLETE
534,5670.624549933788,2025-06-30 22:01:04.584099,2025-06-30 22:42:08.704910,0 days 00:41:04.120811,197,15,198,COMPLETE
535,1612.2033489082532,2025-06-30 22:01:04.789095,2025-06-30 22:58:49.510223,0 days 00:57:44.721128,195,17,123,COMPLETE
536,-427.5277614765755,2025-06-30 22:01:05.328754,2025-06-30 22:58:34.202556,0 days 00:57:28.873802,200,14,112,COMPLETE
537,8987.681555987258,2025-06-30 22:01:05.392440,2025-06-30 22:50:17.167894,0 days 00:49:11.775454,197,48,110,COMPLETE
538,278.17393756352885,2025-06-30 22:01:05.555838,2025-06-30 22:59:51.710652,0 days 00:58:46.154814,198,18,110,COMPLETE
539,704.8316496731168,2025-06-30 22:01:06.724790,2025-06-30 23:15:57.443512,0 days 01:14:50.718722,185,19,107,COMPLETE
540,-2266.2594040325102,2025-06-30 22:01:06.835454,2025-06-30 22:59:45.932699,0 days 00:58:39.097245,200,18,108,COMPLETE
541,232.58766703767742,2025-06-30 22:01:07.625119,2025-06-30 23:00:54.274474,0 days 00:59:46.649355,199,19,107,COMPLETE
542,-193.94766553673253,2025-06-30 22:01:07.819498,2025-06-30 22:51:53.379097,0 days 00:50:45.559599,199,17,111,COMPLETE
543,-821.3125437113868,2025-06-30 22:01:07.860577,2025-06-30 22:51:33.520576,0 days 00:50:25.659999,189,14,122,COMPLETE
544,-2281.8292599184024,2025-06-30 22:01:07.945314,2025-06-30 22:58:58.382105,0 days 00:57:50.436791,195,17,107,COMPLETE
545,539.769064866201,2025-06-30 22:01:08.348969,2025-06-30 22:53:35.498353,0 days 00:52:27.149384,192,17,132,COMPLETE
546,-193.94766553673253,2025-06-30 22:01:09.131813,2025-06-30 23:01:40.325979,0 days 01:00:31.194166,199,17,111,COMPLETE
547,1853.448484040283,2025-06-30 22:01:09.290337,2025-06-30 23:17:56.663391,0 days 01:16:47.373054,197,15,118,COMPLETE
548,201.42507560813738,2025-06-30 22:01:09.519720,2025-06-30 23:36:03.119355,0 days 01:34:53.599635,199,18,110,COMPLETE
549,100.88374256572843,2025-06-30 22:01:09.785402,2025-06-30 23:01:04.134973,0 days 00:59:54.349571,199,16,113,COMPLETE
550,355.3944855261461,2025-06-30 22:01:09.971319,2025-06-30 23:01:49.351336,0 days 01:00:39.380017,198,19,114,COMPLETE
551,1719.2752696739053,2025-06-30 22:01:10.060171,2025-06-30 22:46:35.276508,0 days 00:45:25.216337,189,17,115,COMPLETE
552,2461.1571784829684,2025-06-30 22:01:11.253964,2025-06-30 23:00:56.057858,0 days 00:59:44.803894,188,17,117,COMPLETE
553,1961.7677413677911,2025-06-30 22:01:11.911874,2025-06-30 22:46:49.347760,0 days 00:45:37.435886,199,17,121,COMPLETE
554,1137.0728436297277,2025-06-30 22:01:12.279676,2025-06-30 23:00:38.467350,0 days 00:59:26.187674,197,18,115,COMPLETE
555,-638.4314853014639,2025-06-30 22:01:12.431807,2025-06-30 23:35:36.601213,0 days 01:34:24.169406,197,17,108,COMPLETE
556,278.17393756352885,2025-06-30 22:01:12.483384,2025-06-30 23:03:23.343069,0 days 01:02:10.859685,198,18,110,COMPLETE
557,2405.5126913913828,2025-06-30 22:01:12.595743,2025-06-30 22:51:14.330999,0 days 00:50:01.735256,197,17,124,COMPLETE
558,8967.840804525724,2025-06-30 22:01:12.879205,2025-06-30 23:06:30.661618,0 days 01:05:17.782413,199,47,111,COMPLETE
559,-95.76517257181604,2025-06-30 22:01:12.919792,2025-06-30 23:02:19.464874,0 days 01:01:06.545082,198,17,111,COMPLETE
560,-2070.4013863115124,2025-06-30 22:01:13.341259,2025-06-30 23:20:55.589058,0 days 01:19:42.247799,199,12,114,COMPLETE
561,-2277.857993361499,2025-06-30 22:01:14.758057,2025-06-30 23:04:43.897201,0 days 01:03:29.139144,185,13,111,COMPLETE
562,1672.5903851199419,2025-06-30 22:01:15.030672,2025-06-30 23:02:28.807371,0 days 01:01:13.776699,200,17,115,COMPLETE
563,1038.204501629314,2025-06-30 22:01:15.738973,2025-06-30 23:05:55.681354,0 days 01:04:39.942381,200,19,113,COMPLETE
564,2782.135908389547,2025-06-30 22:01:16.159847,2025-06-30 22:53:18.635411,0 days 00:52:02.475564,192,20,105,COMPLETE
565,309.7281485596277,2025-06-30 22:01:16.235533,2025-06-30 23:05:54.493645,0 days 01:04:38.258112,191,15,112,COMPLETE
566,-726.6699204931401,2025-06-30 22:01:16.336810,2025-06-30 23:25:38.058520,0 days 01:24:21.721710,195,15,111,COMPLETE
567,-665.401410920208,2025-06-30 22:01:16.852525,2025-06-30 23:24:46.977647,0 days 01:23:30.125122,199,18,111,COMPLETE
568,644.1722024508799,2025-06-30 22:01:17.195813,2025-06-30 23:06:04.073596,0 days 01:04:46.877783,195,17,109,COMPLETE
569,1030.4349529920028,2025-06-30 22:01:17.665359,2025-06-30 23:04:42.155660,0 days 01:03:24.490301,191,14,117,COMPLETE
570,1331.0109428394908,2025-06-30 22:01:18.320780,2025-06-30 23:04:07.267964,0 days 01:02:48.947184,198,19,116,COMPLETE
571,959.3819606873676,2025-06-30 22:01:19.069153,2025-06-30 23:07:41.197558,0 days 01:06:22.128405,194,17,109,COMPLETE
572,-1010.5707293269297,2025-06-30 22:01:19.766574,2025-06-30 23:06:38.486899,0 days 01:05:18.720325,198,12,122,COMPLETE
573,174.90563088251565,2025-06-30 22:01:19.933236,2025-06-30 23:06:34.669515,0 days 01:05:14.736279,196,16,113,COMPLETE
574,-224.3094365608622,2025-06-30 22:01:20.741962,2025-06-30 22:54:53.051120,0 days 00:53:32.309158,195,13,114,COMPLETE
575,10377.461991482534,2025-06-30 22:01:21.402570,2025-06-30 23:07:49.483686,0 days 01:06:28.081116,200,47,115,COMPLETE
576,3635.050610872022,2025-06-30 22:01:21.901049,2025-06-30 23:06:47.863250,0 days 01:05:25.962201,199,17,76,COMPLETE
577,-1007.5327442454491,2025-06-30 22:01:22.813014,2025-06-30 22:48:40.433027,0 days 00:47:17.620013,197,13,115,COMPLETE
578,-2433.750257908171,2025-06-30 22:01:23.715901,2025-06-30 23:13:51.970234,0 days 01:12:28.254333,199,12,111,COMPLETE
579,-2603.271879305861,2025-06-30 22:01:24.218932,2025-06-30 22:54:14.926937,0 days 00:52:50.708005,197,11,109,COMPLETE
580,1994.6756078096278,2025-06-30 22:01:24.715357,2025-06-30 23:42:47.567608,0 days 01:41:22.852251,192,17,113,COMPLETE
581,-1274.6693883300886,2025-06-30 22:01:25.422720,2025-06-30 23:09:30.325509,0 days 01:08:04.902789,199,15,113,COMPLETE
582,1519.0727128775998,2025-06-30 22:01:25.693521,2025-06-30 23:32:32.648404,0 days 01:31:06.954883,197,17,115,COMPLETE
583,-112.72388053272425,2025-06-30 22:01:25.885106,2025-06-30 23:31:49.108247,0 days 01:30:23.223141,200,17,111,COMPLETE
584,-1707.9923650122328,2025-06-30 22:01:26.250766,2025-06-30 23:07:33.465208,0 days 01:06:07.214442,200,12,120,COMPLETE
585,-423.9968937851645,2025-06-30 22:01:27.246982,2025-06-30 23:10:40.587119,0 days 01:09:13.340137,182,17,107,COMPLETE
586,-2422.8101723186137,2025-06-30 22:01:27.628232,2025-06-30 23:07:30.652453,0 days 01:06:03.024221,197,17,105,COMPLETE
587,9060.429136889476,2025-06-30 22:01:28.032535,2025-06-30 23:08:45.171865,0 days 01:07:17.139330,198,49,111,COMPLETE
588,1338.5996076600732,2025-06-30 22:01:28.557342,2025-06-30 23:11:37.528221,0 days 01:10:08.970879,188,19,108,COMPLETE
589,-2138.442299595512,2025-06-30 22:01:29.110433,2025-06-30 23:10:26.526645,0 days 01:08:57.416212,190,13,110,COMPLETE
590,-1087.7064841266347,2025-06-30 22:01:30.117942,2025-06-30 23:31:24.745310,0 days 01:29:54.627368,194,17,105,COMPLETE
591,-592.9281721049647,2025-06-30 22:01:30.184517,2025-06-30 23:08:53.597510,0 days 01:07:23.412993,196,15,114,COMPLETE
592,-943.9128157614487,2025-06-30 22:01:30.497887,2025-06-30 23:31:52.295354,0 days 01:30:21.797467,197,12,115,COMPLETE
593,-1867.3601647779396,2025-06-30 22:01:30.884038,2025-06-30 23:10:43.222249,0 days 01:09:12.338211,196,17,106,COMPLETE
594,1904.0712092069152,2025-06-30 22:01:30.995009,2025-06-30 22:58:12.738202,0 days 00:56:41.743193,195,16,124,COMPLETE
595,-3729.2151478381584,2025-06-30 22:01:31.450320,2025-06-30 22:57:03.050685,0 days 00:55:31.600365,195,15,109,COMPLETE
596,-759.6997206741189,2025-06-30 22:01:31.593204,2025-06-30 22:58:02.488886,0 days 00:56:30.895682,197,14,112,COMPLETE
597,-2816.835199776995,2025-06-30 22:01:31.652474,2025-06-30 23:10:10.921375,0 days 01:08:39.268901,197,15,107,COMPLETE
598,-215.89108091125217,2025-06-30 22:01:32.180085,2025-06-30 23:32:23.216306,0 days 01:30:51.036221,195,18,109,COMPLETE
599,1976.5019415710412,2025-06-30 22:01:32.656917,2025-06-30 23:29:23.695682,0 days 01:27:51.038765,189,17,113,COMPLETE
600,2091.9860619592364,2025-06-30 22:01:32.884250,2025-06-30 23:10:14.118284,0 days 01:08:41.234034,199,17,117,COMPLETE
601,-1604.002764224303,2025-06-30 22:01:33.424304,2025-06-30 23:07:47.902414,0 days 01:06:14.478110,200,18,107,COMPLETE
602,-1420.4581858739248,2025-06-30 22:01:33.493955,2025-06-30 23:32:19.591125,0 days 01:30:46.097170,196,12,108,COMPLETE
603,1359.3955105053465,2025-06-30 22:01:34.190855,2025-06-30 22:50:16.276561,0 days 00:48:42.085706,194,19,110,COMPLETE
604,1411.6254626233385,2025-06-30 22:01:35.003781,2025-06-30 23:10:39.634718,0 days 01:09:04.630937,196,17,113,COMPLETE
605,81.53395954912776,2025-06-30 22:01:35.364385,2025-06-30 23:11:22.405779,0 days 01:09:47.041394,194,18,109,COMPLETE
606,6547.472626765814,2025-06-30 22:01:36.323780,2025-06-30 22:58:11.174472,0 days 00:56:34.850692,194,45,107,COMPLETE
607,5979.426938650614,2025-06-30 22:01:36.930265,2025-06-30 22:58:31.416478,0 days 00:56:54.486213,192,44,108,COMPLETE
608,5287.13318591108,2025-06-30 22:01:37.492726,2025-06-30 22:57:44.137482,0 days 00:56:06.644756,178,45,107,COMPLETE
