number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
831,416852.580447161,2025-08-06 14:45:51.255658,2025-08-06 14:46:49.003603,0 days 00:00:57.747945,5,8,13,43,28,68,120,15,24,COMPLETE
832,17015.276677061825,2025-08-06 14:45:51.596207,2025-08-06 14:46:49.129930,0 days 00:00:57.533723,5,8,13,45,28,68,127,292,28,COMPLETE
833,726352.1938621674,2025-08-06 14:46:46.884855,2025-08-06 14:47:46.192190,0 days 00:00:59.307335,5,9,13,43,28,68,119,10,28,COMPLETE
834,350924.8510668992,2025-08-06 14:46:49.068221,2025-08-06 14:47:49.298952,0 days 00:01:00.230731,5,9,13,41,29,69,155,10,28,COMPLETE
835,159402.2809200378,2025-08-06 14:46:49.141687,2025-08-06 14:47:49.286018,0 days 00:01:00.144331,6,9,12,44,30,69,144,15,29,COMPLETE
836,44879.00836541671,2025-08-06 14:46:49.560584,2025-08-06 14:47:49.321144,0 days 00:00:59.760560,6,9,12,43,21,69,124,228,29,COMPLETE
837,1998.1486567780137,2025-08-06 14:47:46.250206,2025-08-06 14:48:45.530709,0 days 00:00:59.280503,21,9,13,44,27,69,115,229,29,COMPLETE
838,178967.80239437695,2025-08-06 14:47:49.316030,2025-08-06 14:48:48.174963,0 days 00:00:58.858933,5,10,13,44,27,68,117,24,31,COMPLETE
839,161804.95581442388,2025-08-06 14:47:49.325209,2025-08-06 14:48:47.960800,0 days 00:00:58.635591,5,7,13,43,27,68,116,24,31,COMPLETE
840,164676.45425829588,2025-08-06 14:47:49.328367,2025-08-06 14:48:47.870496,0 days 00:00:58.542129,5,7,13,43,27,68,118,24,31,COMPLETE
841,113528.91657078771,2025-08-06 14:48:45.676644,2025-08-06 14:49:44.542261,0 days 00:00:58.865617,5,7,13,43,27,68,117,26,31,COMPLETE
842,172811.76188539428,2025-08-06 14:48:47.877455,2025-08-06 14:49:47.978924,0 days 00:01:00.101469,5,7,13,46,28,68,116,24,31,COMPLETE
843,726256.2793213803,2025-08-06 14:48:48.001629,2025-08-06 14:49:47.519146,0 days 00:00:59.517517,5,10,13,42,28,67,120,10,25,COMPLETE
844,548152.8855374176,2025-08-06 14:48:48.181543,2025-08-06 14:49:47.516367,0 days 00:00:59.334824,6,7,14,43,28,70,123,10,30,COMPLETE
845,1091.302149723267,2025-08-06 14:49:44.600952,2025-08-06 14:50:41.253851,0 days 00:00:56.652899,8,7,14,42,28,57,121,10,24,COMPLETE
846,24074.461282570865,2025-08-06 14:49:47.536446,2025-08-06 14:50:46.730740,0 days 00:00:59.194294,8,10,13,47,28,66,114,19,23,COMPLETE
847,31475.93586030566,2025-08-06 14:49:47.544190,2025-08-06 14:50:46.473326,0 days 00:00:58.929136,8,10,13,45,28,65,111,19,25,COMPLETE
848,17492.253431044403,2025-08-06 14:49:47.981766,2025-08-06 14:50:46.615725,0 days 00:00:58.633959,8,10,13,45,28,65,109,33,23,COMPLETE
849,15307.176796494656,2025-08-06 14:50:41.330723,2025-08-06 14:51:40.634447,0 days 00:00:59.303724,7,10,6,44,28,64,120,33,22,COMPLETE
850,240189.4529463862,2025-08-06 14:50:46.484835,2025-08-06 14:51:45.919916,0 days 00:00:59.435081,7,10,13,44,28,66,113,15,24,COMPLETE
851,256068.36840816273,2025-08-06 14:50:46.617013,2025-08-06 14:51:45.258086,0 days 00:00:58.641073,6,10,13,42,29,66,121,15,24,COMPLETE
852,140849.37381004612,2025-08-06 14:50:46.732516,2025-08-06 14:51:43.590801,0 days 00:00:56.858285,6,10,13,42,29,66,120,16,24,COMPLETE
853,134068.42152427213,2025-08-06 14:51:40.687895,2025-08-06 14:52:39.394933,0 days 00:00:58.707038,6,10,13,42,26,66,120,15,25,COMPLETE
854,30601.52469716744,2025-08-06 14:51:43.700763,2025-08-06 14:52:44.520741,0 days 00:01:00.819978,10,10,13,43,29,67,123,15,24,COMPLETE
855,734299.3534034071,2025-08-06 14:51:45.280602,2025-08-06 14:52:43.271103,0 days 00:00:57.990501,6,10,12,43,29,70,125,15,25,COMPLETE
856,37566.636401799806,2025-08-06 14:51:45.924796,2025-08-06 14:52:45.949744,0 days 00:01:00.024948,9,9,12,43,29,67,125,10,26,COMPLETE
857,45327.13428829842,2025-08-06 14:52:39.441177,2025-08-06 14:53:38.781406,0 days 00:00:59.340229,10,9,12,43,29,67,126,10,25,COMPLETE
858,26504.502957308618,2025-08-06 14:52:43.309805,2025-08-06 14:53:41.068880,0 days 00:00:57.759075,10,10,12,44,29,67,130,10,23,COMPLETE
859,50776.55362315146,2025-08-06 14:52:44.538027,2025-08-06 14:53:43.206485,0 days 00:00:58.668458,5,10,12,44,29,67,131,20,25,COMPLETE
860,62614.79483826224,2025-08-06 14:52:45.951176,2025-08-06 14:53:45.086289,0 days 00:00:59.135113,5,10,12,44,29,69,130,20,25,COMPLETE
861,60830.86708303101,2025-08-06 14:53:38.871413,2025-08-06 14:54:39.283678,0 days 00:01:00.412265,5,9,12,44,29,69,130,20,25,COMPLETE
862,60830.86708303101,2025-08-06 14:53:41.175585,2025-08-06 14:54:41.703527,0 days 00:01:00.527942,5,9,12,43,29,69,130,20,25,COMPLETE
863,75167.54278725006,2025-08-06 14:53:43.213298,2025-08-06 14:54:42.880155,0 days 00:00:59.666857,7,9,12,43,29,69,132,20,25,COMPLETE
864,193521.4018622493,2025-08-06 14:53:45.091519,2025-08-06 14:54:44.531644,0 days 00:00:59.440125,7,10,12,43,29,70,133,21,26,COMPLETE
865,909.4097403670553,2025-08-06 14:54:39.388863,2025-08-06 14:55:33.706703,0 days 00:00:54.317840,7,10,12,33,29,53,127,15,26,COMPLETE
866,72523.60448601909,2025-08-06 14:54:41.727373,2025-08-06 14:55:34.871932,0 days 00:00:53.144559,7,10,12,42,30,70,135,28,26,COMPLETE
867,-178.45541652182303,2025-08-06 14:54:42.902982,2025-08-06 14:55:38.103708,0 days 00:00:55.200726,76,10,12,42,30,53,125,28,24,COMPLETE
868,383546.0512382988,2025-08-06 14:54:44.535453,2025-08-06 14:55:39.937209,0 days 00:00:55.401756,7,11,12,42,30,70,125,10,26,COMPLETE
869,71336.61570803732,2025-08-06 14:55:33.724030,2025-08-06 14:56:28.720869,0 days 00:00:54.996839,8,11,12,42,30,70,125,10,24,COMPLETE
870,74308.81812704765,2025-08-06 14:55:34.889233,2025-08-06 14:56:30.099961,0 days 00:00:55.210728,9,9,13,42,30,70,124,10,24,COMPLETE
871,1394.0586068039106,2025-08-06 14:55:38.104719,2025-08-06 14:56:33.003784,0 days 00:00:54.899065,61,11,13,45,30,70,125,10,22,COMPLETE
872,42240.10707151776,2025-08-06 14:55:39.970180,2025-08-06 14:56:35.365872,0 days 00:00:55.395692,9,9,13,41,28,69,141,15,23,COMPLETE
873,214131.0176576916,2025-08-06 14:56:28.727555,2025-08-06 14:57:27.906205,0 days 00:00:59.178650,5,9,7,41,28,68,141,15,22,COMPLETE
874,170866.06137786515,2025-08-06 14:56:30.106544,2025-08-06 14:57:29.319481,0 days 00:00:59.212937,5,9,13,41,28,69,140,15,26,COMPLETE
875,71813.02054725347,2025-08-06 14:56:33.015437,2025-08-06 14:57:32.537937,0 days 00:00:59.522500,5,7,8,41,28,68,142,15,26,COMPLETE
876,139454.51435632608,2025-08-06 14:56:35.369539,2025-08-06 14:57:34.290177,0 days 00:00:58.920638,5,7,8,41,29,68,136,15,26,COMPLETE
877,1000.5056874499336,2025-08-06 14:57:27.917930,2025-08-06 14:58:24.568294,0 days 00:00:56.650364,34,7,9,41,29,67,118,15,26,COMPLETE
878,-1318.0448664531946,2025-08-06 14:57:29.397411,2025-08-06 14:58:25.853738,0 days 00:00:56.456327,34,7,9,43,29,64,119,97,25,COMPLETE
879,45897.41065119376,2025-08-06 14:57:32.560838,2025-08-06 14:58:29.502072,0 days 00:00:56.941234,6,7,9,40,29,67,118,21,27,COMPLETE
880,98577.39250091216,2025-08-06 14:57:34.291390,2025-08-06 14:58:31.067304,0 days 00:00:56.775914,7,7,12,43,29,67,119,23,27,COMPLETE
881,123205.73201176319,2025-08-06 14:58:24.667050,2025-08-06 14:59:20.333861,0 days 00:00:55.666811,6,7,12,43,29,69,128,25,27,COMPLETE
882,94579.22833100124,2025-08-06 14:58:25.870973,2025-08-06 14:59:20.698615,0 days 00:00:54.827642,6,7,12,40,29,69,129,24,27,COMPLETE
883,100100.43280323753,2025-08-06 14:58:29.508653,2025-08-06 14:59:23.384778,0 days 00:00:53.876125,7,7,12,40,30,69,128,25,27,COMPLETE
884,202381.86861486267,2025-08-06 14:58:31.068730,2025-08-06 14:59:26.199573,0 days 00:00:55.130843,8,7,12,45,30,69,128,10,33,COMPLETE
885,4281.0052630291475,2025-08-06 14:59:20.334948,2025-08-06 15:00:13.751754,0 days 00:00:53.416806,43,10,12,40,30,68,134,10,33,COMPLETE
886,85617.54386375943,2025-08-06 14:59:20.817357,2025-08-06 15:00:18.182367,0 days 00:00:57.365010,12,6,12,42,30,68,134,10,33,COMPLETE
887,78725.1889572165,2025-08-06 14:59:23.414302,2025-08-06 15:00:18.745922,0 days 00:00:55.331620,9,10,13,42,28,65,135,10,32,COMPLETE
888,4448.335948208643,2025-08-06 14:59:26.204684,2025-08-06 15:00:21.307493,0 days 00:00:55.102809,11,9,13,44,22,65,134,15,25,COMPLETE
889,8814.38334374323,2025-08-06 15:00:13.773857,2025-08-06 15:01:06.009323,0 days 00:00:52.235466,9,6,13,42,22,70,122,19,25,COMPLETE
890,13482.141335575476,2025-08-06 15:00:18.209836,2025-08-06 15:01:12.223491,0 days 00:00:54.013655,11,6,13,42,22,70,122,19,24,COMPLETE
891,108521.059900207,2025-08-06 15:00:18.752960,2025-08-06 15:01:13.927221,0 days 00:00:55.174261,6,6,11,39,28,70,122,19,25,COMPLETE
892,148570.95720452024,2025-08-06 15:00:21.326804,2025-08-06 15:01:15.932099,0 days 00:00:54.605295,6,6,11,42,29,70,122,19,34,COMPLETE
893,40867.92445206384,2025-08-06 15:01:06.084295,2025-08-06 15:01:56.085121,0 days 00:00:50.000826,6,7,11,39,28,70,114,31,34,COMPLETE
894,232809.69032885897,2025-08-06 15:01:12.231191,2025-08-06 15:02:09.497990,0 days 00:00:57.266799,7,7,11,39,28,68,114,16,34,COMPLETE
895,62274.92909363544,2025-08-06 15:01:13.944884,2025-08-06 15:02:07.536518,0 days 00:00:53.591634,5,7,11,26,29,68,116,32,34,COMPLETE
896,66096.50782095196,2025-08-06 15:01:15.956468,2025-08-06 15:02:11.843634,0 days 00:00:55.887166,8,7,10,39,28,68,40,30,32,COMPLETE
897,91021.12725211603,2025-08-06 15:01:56.181009,2025-08-06 15:02:49.651864,0 days 00:00:53.470855,8,7,10,41,29,68,128,10,8,COMPLETE
898,57207.821410743476,2025-08-06 15:02:07.547911,2025-08-06 15:03:02.769823,0 days 00:00:55.221912,8,8,10,32,28,67,128,16,32,COMPLETE
899,96756.62798384356,2025-08-06 15:02:09.504402,2025-08-06 15:03:04.047262,0 days 00:00:54.542860,8,8,10,41,29,67,128,15,32,COMPLETE
900,13721.503145870143,2025-08-06 15:02:11.861224,2025-08-06 15:03:06.451804,0 days 00:00:54.590580,80,9,12,41,29,66,128,10,26,COMPLETE
901,9419.292458399272,2025-08-06 15:02:49.709646,2025-08-06 15:03:40.378987,0 days 00:00:50.669341,5,8,12,41,30,66,131,195,26,COMPLETE
902,30333.338271984627,2025-08-06 15:03:02.849128,2025-08-06 15:03:59.177048,0 days 00:00:56.327920,5,9,12,29,30,69,131,39,27,COMPLETE
903,564819.7494360834,2025-08-06 15:03:04.053797,2025-08-06 15:04:00.411695,0 days 00:00:56.357898,5,9,12,43,30,69,131,10,27,COMPLETE
904,244788.0311286064,2025-08-06 15:03:06.463625,2025-08-06 15:04:03.129664,0 days 00:00:56.666039,5,11,12,43,30,69,123,23,27,COMPLETE
905,596234.6877061651,2025-08-06 15:03:40.443882,2025-08-06 15:04:36.677106,0 days 00:00:56.233224,5,10,12,40,27,69,123,15,27,COMPLETE
906,120040.22716336712,2025-08-06 15:03:59.198717,2025-08-06 15:04:54.070633,0 days 00:00:54.871916,7,11,11,43,30,69,151,15,27,COMPLETE
907,56572.22670667255,2025-08-06 15:04:00.433635,2025-08-06 15:04:54.841310,0 days 00:00:54.407675,7,11,11,40,27,69,150,22,28,COMPLETE
908,79728.8062386946,2025-08-06 15:04:03.143929,2025-08-06 15:04:56.895598,0 days 00:00:53.751669,7,8,11,40,29,69,152,15,28,COMPLETE
909,14626.96929193111,2025-08-06 15:04:36.719757,2025-08-06 15:05:31.289955,0 days 00:00:54.570198,7,8,11,44,16,70,138,19,28,COMPLETE
910,86960.81317374473,2025-08-06 15:04:54.124844,2025-08-06 15:05:51.576358,0 days 00:00:57.451514,7,8,11,40,29,70,138,21,23,COMPLETE
911,131950.24695862803,2025-08-06 15:04:54.948331,2025-08-06 15:05:51.697077,0 days 00:00:56.748746,9,8,13,38,29,70,119,15,23,COMPLETE
912,798.9661851007575,2025-08-06 15:04:56.932121,2025-08-06 15:05:51.825275,0 days 00:00:54.893154,10,7,13,45,7,70,136,20,38,COMPLETE
913,43411.987305781266,2025-08-06 15:05:31.312289,2025-08-06 15:06:27.192808,0 days 00:00:55.880519,10,7,13,40,29,67,125,10,38,COMPLETE
914,21256.32806436748,2025-08-06 15:05:51.577501,2025-08-06 15:06:48.444480,0 days 00:00:56.866979,10,7,13,38,28,68,233,10,30,COMPLETE
915,84717.79708761087,2025-08-06 15:05:51.732548,2025-08-06 15:06:48.168431,0 days 00:00:56.435883,10,7,12,45,28,68,126,10,30,COMPLETE
916,177613.4954625837,2025-08-06 15:05:51.859486,2025-08-06 15:06:45.577669,0 days 00:00:53.718183,6,7,12,38,28,68,125,26,30,COMPLETE
917,48738.468542568386,2025-08-06 15:06:27.339250,2025-08-06 15:07:18.642155,0 days 00:00:51.302905,6,12,12,46,28,68,234,27,30,COMPLETE
918,19920.485367703255,2025-08-06 15:06:45.703759,2025-08-06 15:07:41.049772,0 days 00:00:55.346013,24,12,12,42,28,67,107,15,30,COMPLETE
919,499990.5630880007,2025-08-06 15:06:48.191013,2025-08-06 15:07:44.331713,0 days 00:00:56.140700,5,7,12,46,30,66,108,15,25,COMPLETE
920,553562.2135782439,2025-08-06 15:06:48.472371,2025-08-06 15:07:43.201909,0 days 00:00:54.729538,5,12,12,42,30,66,105,15,25,COMPLETE
921,568335.9270003048,2025-08-06 15:07:18.700507,2025-08-06 15:08:08.085855,0 days 00:00:49.385348,5,6,12,42,30,66,107,15,32,COMPLETE
922,15670.76371518897,2025-08-06 15:07:41.056504,2025-08-06 15:08:40.567123,0 days 00:00:59.510619,5,9,11,41,30,67,97,157,25,COMPLETE
923,39083.45828513838,2025-08-06 15:07:43.218736,2025-08-06 15:08:40.476797,0 days 00:00:57.258061,6,9,11,41,29,69,117,20,33,COMPLETE
924,26677.063904971856,2025-08-06 15:07:44.350726,2025-08-06 15:08:41.514515,0 days 00:00:57.163789,8,6,11,39,29,70,117,20,32,COMPLETE
925,26550.022925397716,2025-08-06 15:08:08.111929,2025-08-06 15:08:59.694388,0 days 00:00:51.582459,8,8,11,39,29,69,117,20,33,COMPLETE
926,117716.93365514094,2025-08-06 15:08:40.515055,2025-08-06 15:09:34.178832,0 days 00:00:53.663777,8,8,11,39,29,70,122,10,35,COMPLETE
927,26766.49861602732,2025-08-06 15:08:40.587676,2025-08-06 15:09:37.198065,0 days 00:00:56.610389,8,8,13,39,29,69,121,21,35,COMPLETE
928,-inf,2025-08-06 15:08:41.531905,2025-08-06 15:09:37.680669,0 days 00:00:56.148764,8,8,13,44,29,39,121,10,35,COMPLETE
929,16392.730697228235,2025-08-06 15:08:59.759108,2025-08-06 15:09:48.382803,0 days 00:00:48.623695,7,10,13,44,29,69,132,133,26,COMPLETE
930,105553.85131515202,2025-08-06 15:09:34.363890,2025-08-06 15:10:31.343413,0 days 00:00:56.979523,7,10,14,43,23,69,132,10,26,COMPLETE
931,252866.48836359865,2025-08-06 15:09:37.216493,2025-08-06 15:10:32.978172,0 days 00:00:55.761679,7,7,13,44,27,67,135,10,26,COMPLETE
932,57053.67208697928,2025-08-06 15:09:37.698677,2025-08-06 15:10:34.723377,0 days 00:00:57.024700,6,7,10,43,27,68,133,29,26,COMPLETE
933,27644.36218575647,2025-08-06 15:09:48.410670,2025-08-06 15:10:39.432628,0 days 00:00:51.021958,6,7,14,43,27,68,132,28,31,COMPLETE
934,85846.25486131948,2025-08-06 15:10:31.395862,2025-08-06 15:11:27.793065,0 days 00:00:56.397203,6,7,12,19,27,68,112,29,31,COMPLETE
935,299442.8760961548,2025-08-06 15:10:33.005106,2025-08-06 15:11:29.404694,0 days 00:00:56.399588,5,6,10,19,28,68,112,16,28,COMPLETE
936,80902.18334655222,2025-08-06 15:10:34.724741,2025-08-06 15:11:30.839435,0 days 00:00:56.114694,5,7,12,19,28,68,127,26,31,COMPLETE
937,-inf,2025-08-06 15:10:39.433962,2025-08-06 15:11:33.920551,0 days 00:00:54.486589,9,6,12,19,28,46,145,16,28,COMPLETE
938,733.602358504394,2025-08-06 15:11:27.863117,2025-08-06 15:12:22.818888,0 days 00:00:54.955771,9,6,12,40,28,55,128,16,28,COMPLETE
939,62879.63106842675,2025-08-06 15:11:29.416693,2025-08-06 15:12:23.751254,0 days 00:00:54.334561,9,8,12,40,30,70,146,15,29,COMPLETE
940,145032.99233155252,2025-08-06 15:11:30.863500,2025-08-06 15:12:23.976473,0 days 00:00:53.112973,9,8,12,40,30,70,63,16,29,COMPLETE
941,30825.34822254541,2025-08-06 15:11:33.921945,2025-08-06 15:12:27.980238,0 days 00:00:54.058293,9,8,11,41,30,70,125,16,29,COMPLETE
942,687428.586912669,2025-08-06 15:12:22.835988,2025-08-06 15:13:18.842416,0 days 00:00:56.006428,5,8,11,41,30,70,124,10,29,COMPLETE
943,10599.632737178184,2025-08-06 15:12:23.799912,2025-08-06 15:13:18.599921,0 days 00:00:54.800009,13,9,11,41,29,70,124,22,29,COMPLETE
944,774974.0917548006,2025-08-06 15:12:24.014637,2025-08-06 15:13:17.948656,0 days 00:00:53.934019,5,9,11,41,29,67,125,10,24,COMPLETE
945,-inf,2025-08-06 15:12:27.986355,2025-08-06 15:13:21.935547,0 days 00:00:53.949192,73,9,11,41,29,51,122,37,24,COMPLETE
946,4585.464902739595,2025-08-06 15:13:18.013194,2025-08-06 15:14:20.964363,0 days 00:01:02.951169,12,9,10,42,29,69,119,120,22,COMPLETE
947,803188.5746375729,2025-08-06 15:13:18.669476,2025-08-06 15:14:20.073933,0 days 00:01:01.404457,7,10,10,42,30,67,119,10,23,COMPLETE
948,292096.75114551693,2025-08-06 15:13:18.853192,2025-08-06 15:14:18.887471,0 days 00:01:00.034279,5,9,11,42,30,70,115,10,22,COMPLETE
949,296126.59647122835,2025-08-06 15:13:21.937332,2025-08-06 15:14:20.668216,0 days 00:00:58.730884,5,10,11,41,30,70,115,10,22,COMPLETE
950,191641.00615204417,2025-08-06 15:14:18.960571,2025-08-06 15:15:14.869676,0 days 00:00:55.909105,5,10,11,42,30,70,119,22,24,COMPLETE
951,35629.31072263372,2025-08-06 15:14:20.104339,2025-08-06 15:15:18.575456,0 days 00:00:58.471117,11,10,10,42,30,69,115,22,22,COMPLETE
952,51826.598603561586,2025-08-06 15:14:20.686674,2025-08-06 15:15:18.844212,0 days 00:00:58.157538,7,10,10,42,30,69,112,23,24,COMPLETE
953,169475.63364999625,2025-08-06 15:14:20.966136,2025-08-06 15:15:18.548858,0 days 00:00:57.582722,7,10,11,43,30,69,113,23,23,COMPLETE
954,-inf,2025-08-06 15:15:14.934966,2025-08-06 15:16:12.819068,0 days 00:00:57.884102,11,9,10,43,30,31,112,71,23,COMPLETE
955,74694.79881611973,2025-08-06 15:15:18.583306,2025-08-06 15:16:17.556717,0 days 00:00:58.973411,7,10,11,43,30,67,111,16,20,COMPLETE
956,74060.93371484605,2025-08-06 15:15:18.625373,2025-08-06 15:16:16.452891,0 days 00:00:57.827518,7,10,11,43,30,67,90,16,23,COMPLETE
957,192690.39911124742,2025-08-06 15:15:18.845740,2025-08-06 15:16:16.741558,0 days 00:00:57.895818,7,10,11,43,30,67,118,16,24,COMPLETE
958,239771.9238725023,2025-08-06 15:16:12.831265,2025-08-06 15:17:11.893557,0 days 00:00:59.062292,7,10,9,43,30,68,118,16,24,COMPLETE
959,159506.39790931524,2025-08-06 15:16:16.465266,2025-08-06 15:17:13.123202,0 days 00:00:56.657936,7,10,11,42,29,68,120,16,24,COMPLETE
960,24446.594452303634,2025-08-06 15:16:16.748051,2025-08-06 15:17:14.914976,0 days 00:00:58.166925,8,10,11,42,20,68,120,10,23,COMPLETE
961,79006.13720866862,2025-08-06 15:16:17.559424,2025-08-06 15:17:15.370397,0 days 00:00:57.810973,9,11,9,42,29,68,215,10,23,COMPLETE
962,24395.589631294817,2025-08-06 15:17:11.948340,2025-08-06 15:18:10.993193,0 days 00:00:59.044853,9,11,15,42,29,64,121,10,21,COMPLETE
963,8334.861824622154,2025-08-06 15:17:13.145555,2025-08-06 15:18:12.549339,0 days 00:00:59.403784,9,11,15,42,29,65,122,20,21,COMPLETE
964,35378.73283719153,2025-08-06 15:17:14.932998,2025-08-06 15:18:14.140706,0 days 00:00:59.207708,9,11,15,44,29,66,124,10,25,COMPLETE
965,127220.39376013583,2025-08-06 15:17:15.375496,2025-08-06 15:18:14.116891,0 days 00:00:58.741395,5,11,15,44,29,65,123,20,22,COMPLETE
966,133044.58253159135,2025-08-06 15:18:11.079071,2025-08-06 15:19:10.277698,0 days 00:00:59.198627,5,10,11,41,29,65,124,20,25,COMPLETE
967,124352.0395964295,2025-08-06 15:18:12.585256,2025-08-06 15:19:11.443901,0 days 00:00:58.858645,5,10,11,41,30,69,126,25,25,COMPLETE
968,173409.95415983535,2025-08-06 15:18:14.123538,2025-08-06 15:19:11.669593,0 days 00:00:57.546055,6,10,7,41,30,69,127,25,25,COMPLETE
969,34992.24349641646,2025-08-06 15:18:14.142950,2025-08-06 15:19:11.153885,0 days 00:00:57.010935,6,10,11,41,30,69,127,165,40,COMPLETE
970,77105.45034562072,2025-08-06 15:19:10.289703,2025-08-06 15:20:09.327815,0 days 00:00:59.038112,6,10,13,41,30,69,128,26,23,COMPLETE
971,110154.62007757513,2025-08-06 15:19:11.266305,2025-08-06 15:20:11.581455,0 days 00:01:00.315150,7,9,13,18,30,69,116,27,20,COMPLETE
972,6739.9149239001645,2025-08-06 15:19:11.458370,2025-08-06 15:20:08.998545,0 days 00:00:57.540175,38,9,13,18,30,69,102,15,24,COMPLETE
973,330031.0839287242,2025-08-06 15:19:11.670684,2025-08-06 15:20:11.616226,0 days 00:00:59.945542,7,9,10,42,29,69,116,15,23,COMPLETE
974,225882.7829330337,2025-08-06 15:20:09.107424,2025-08-06 15:21:06.438012,0 days 00:00:57.330588,7,9,14,42,29,67,120,15,23,COMPLETE
975,252886.62522886443,2025-08-06 15:20:09.334818,2025-08-06 15:21:06.156465,0 days 00:00:56.821647,7,9,10,42,29,67,116,15,23,COMPLETE
976,49631.46426235937,2025-08-06 15:20:11.588883,2025-08-06 15:21:10.058498,0 days 00:00:58.469615,8,9,14,42,29,67,117,15,23,COMPLETE
977,148008.3375695416,2025-08-06 15:20:11.618451,2025-08-06 15:21:09.172285,0 days 00:00:57.553834,8,10,14,42,29,68,121,10,24,COMPLETE
978,8369.042463487915,2025-08-06 15:21:06.205496,2025-08-06 15:22:03.850269,0 days 00:00:57.644773,8,20,14,43,29,68,121,236,24,COMPLETE
979,22029.235567565836,2025-08-06 15:21:06.483795,2025-08-06 15:22:05.132619,0 days 00:00:58.648824,19,10,11,43,29,70,130,10,24,COMPLETE
980,75439.57889588375,2025-08-06 15:21:09.189466,2025-08-06 15:22:09.266522,0 days 00:01:00.077056,5,9,12,44,29,70,130,19,25,COMPLETE
981,66278.82326765366,2025-08-06 15:21:10.060911,2025-08-06 15:22:09.194848,0 days 00:00:59.133937,5,9,11,44,29,70,129,20,26,COMPLETE
982,10490.621103657224,2025-08-06 15:22:03.934093,2025-08-06 15:23:00.730492,0 days 00:00:56.796399,11,11,12,41,28,70,130,20,26,COMPLETE
983,11747.715427925305,2025-08-06 15:22:05.144302,2025-08-06 15:23:03.064511,0 days 00:00:57.920209,11,11,12,45,30,70,129,20,25,COMPLETE
984,54955.524130022124,2025-08-06 15:22:09.229708,2025-08-06 15:23:07.704000,0 days 00:00:58.474292,5,11,12,41,30,70,125,103,25,COMPLETE
985,20996.554293282596,2025-08-06 15:22:09.269989,2025-08-06 15:23:07.742230,0 days 00:00:58.472241,11,11,12,41,30,66,125,33,27,COMPLETE
986,182899.33371050324,2025-08-06 15:23:00.757713,2025-08-06 15:24:02.214621,0 days 00:01:01.456908,6,11,12,18,30,66,125,32,26,COMPLETE
987,220703.04751438682,2025-08-06 15:23:03.081042,2025-08-06 15:24:00.635010,0 days 00:00:57.553968,6,6,11,41,30,66,109,10,27,COMPLETE
988,89912.8597028819,2025-08-06 15:23:07.737437,2025-08-06 15:24:06.235316,0 days 00:00:58.497879,6,6,11,40,28,66,124,34,27,COMPLETE
989,239258.88059044516,2025-08-06 15:23:07.749228,2025-08-06 15:24:07.104262,0 days 00:00:59.355034,6,6,11,20,28,68,109,10,27,COMPLETE
990,25618.807914620505,2025-08-06 15:24:00.742493,2025-08-06 15:24:59.676671,0 days 00:00:58.934178,6,10,13,20,28,59,122,15,26,COMPLETE
991,663.0391369641774,2025-08-06 15:24:02.226575,2025-08-06 15:25:01.438929,0 days 00:00:59.212354,8,9,13,40,10,68,121,16,26,COMPLETE
992,213580.17706327437,2025-08-06 15:24:06.247033,2025-08-06 15:25:04.306949,0 days 00:00:58.059916,9,8,13,20,29,68,120,10,36,COMPLETE
993,8566.402986647327,2025-08-06 15:24:07.107938,2025-08-06 15:25:05.693607,0 days 00:00:58.585669,9,9,13,19,24,69,121,50,37,COMPLETE
994,7629.1654630252015,2025-08-06 15:24:59.683203,2025-08-06 15:25:58.673433,0 days 00:00:58.990230,9,8,10,31,17,68,136,10,37,COMPLETE
995,242961.79492210213,2025-08-06 15:25:01.462414,2025-08-06 15:25:57.291614,0 days 00:00:55.829200,9,8,10,43,29,69,113,10,37,COMPLETE
996,50844.55189747322,2025-08-06 15:25:04.329270,2025-08-06 15:26:02.682746,0 days 00:00:58.353476,5,7,10,33,29,69,134,20,25,COMPLETE
997,141708.00351914897,2025-08-06 15:25:05.695092,2025-08-06 15:26:04.162892,0 days 00:00:58.467800,5,7,8,43,29,69,136,15,22,COMPLETE
998,52459.94839632794,2025-08-06 15:25:57.355350,2025-08-06 15:26:31.321297,0 days 00:00:33.965947,5,7,11,33,26,69,132,24,27,COMPLETE
999,17383.79267457296,2025-08-06 15:25:58.680347,2025-08-06 15:26:31.446188,0 days 00:00:32.765841,5,7,11,24,29,61,132,24,21,COMPLETE
