number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
348,114574.76045903123,2025-08-06 12:50:12.187960,2025-08-06 12:51:12.413699,0 days 00:01:00.225739,7,12,14,37,29,70,102,23,28,COMPLETE
349,44356.601470629466,2025-08-06 12:50:34.093868,2025-08-06 12:51:33.898857,0 days 00:00:59.804989,7,12,14,36,29,69,111,23,25,COMPLETE
350,38923.242162077186,2025-08-06 12:50:53.217694,2025-08-06 12:51:52.398490,0 days 00:00:59.180796,7,12,15,36,29,70,111,24,25,COMPLETE
351,69791.34294972691,2025-08-06 12:50:55.619343,2025-08-06 12:51:54.517565,0 days 00:00:58.898222,7,13,15,36,29,69,140,24,26,COMPLETE
352,45248.9552613478,2025-08-06 12:51:12.424885,2025-08-06 12:52:13.870502,0 days 00:01:01.445617,8,13,15,36,27,69,141,15,25,COMPLETE
353,912.8222631659578,2025-08-06 12:51:34.007109,2025-08-06 12:52:37.185696,0 days 00:01:03.178587,8,13,15,38,27,52,141,16,32,COMPLETE
354,49304.29010878787,2025-08-06 12:51:52.412220,2025-08-06 12:52:49.513474,0 days 00:00:57.101254,10,13,15,38,27,69,55,15,29,COMPLETE
355,183917.42467744526,2025-08-06 12:51:54.541048,2025-08-06 12:52:52.959990,0 days 00:00:58.418942,5,8,14,38,27,68,127,16,29,COMPLETE
356,42234.93448713794,2025-08-06 12:52:13.908629,2025-08-06 12:53:14.535093,0 days 00:01:00.626464,10,8,14,38,28,68,127,15,29,COMPLETE
357,453798.51041467924,2025-08-06 12:52:37.197613,2025-08-06 12:53:37.828889,0 days 00:01:00.631276,5,8,12,38,28,70,133,10,29,COMPLETE
358,631411.2962221694,2025-08-06 12:52:49.579542,2025-08-06 12:53:49.667737,0 days 00:01:00.088195,5,8,14,41,28,68,128,10,29,COMPLETE
359,37865.088675177176,2025-08-06 12:52:52.972105,2025-08-06 12:53:53.163844,0 days 00:01:00.191739,5,12,18,38,28,70,134,29,26,COMPLETE
360,47896.238446831645,2025-08-06 12:53:14.546716,2025-08-06 12:54:14.724019,0 days 00:01:00.177303,5,7,12,42,14,70,134,10,26,COMPLETE
361,52020.37367780159,2025-08-06 12:53:37.835217,2025-08-06 12:54:39.195010,0 days 00:01:01.359793,5,8,13,42,28,70,134,30,31,COMPLETE
362,55767.154063743474,2025-08-06 12:53:49.690183,2025-08-06 12:54:47.871705,0 days 00:00:58.181522,5,8,12,43,28,70,134,20,30,COMPLETE
363,58896.26914481456,2025-08-06 12:53:53.192379,2025-08-06 12:54:51.824351,0 days 00:00:58.631972,5,8,12,41,13,69,121,10,31,COMPLETE
364,894492.568071022,2025-08-06 12:54:14.757186,2025-08-06 12:55:18.128573,0 days 00:01:03.371387,5,8,12,41,28,69,120,10,30,COMPLETE
365,28385.966483184493,2025-08-06 12:54:39.247872,2025-08-06 12:55:37.086034,0 days 00:00:57.838162,6,8,12,41,29,69,120,113,30,COMPLETE
366,509056.2824364295,2025-08-06 12:54:47.894039,2025-08-06 12:55:46.464911,0 days 00:00:58.570872,7,8,12,41,29,69,121,10,30,COMPLETE
367,56178.30129576829,2025-08-06 12:54:51.894882,2025-08-06 12:55:53.080426,0 days 00:01:01.185544,8,8,14,39,29,68,127,19,29,COMPLETE
368,21031.276948557763,2025-08-06 12:55:18.177253,2025-08-06 12:56:20.267434,0 days 00:01:02.090181,8,8,14,41,28,68,125,19,30,COMPLETE
369,41758.436066478585,2025-08-06 12:55:37.156233,2025-08-06 12:56:36.592859,0 days 00:00:59.436626,8,8,12,39,28,68,127,19,30,COMPLETE
370,47372.08669551041,2025-08-06 12:55:46.520111,2025-08-06 12:56:48.990828,0 days 00:01:02.470717,9,8,12,42,28,68,127,10,32,COMPLETE
371,4768.333799988922,2025-08-06 12:55:53.086764,2025-08-06 12:56:52.619172,0 days 00:00:59.532408,34,9,12,40,30,68,127,10,32,COMPLETE
372,517216.2567183269,2025-08-06 12:56:20.273824,2025-08-06 12:57:20.871093,0 days 00:01:00.597269,7,9,12,42,30,69,129,10,32,COMPLETE
373,520347.9629660569,2025-08-06 12:56:36.624973,2025-08-06 12:57:38.004291,0 days 00:01:01.379318,7,9,12,40,30,69,129,10,33,COMPLETE
374,418737.71103352983,2025-08-06 12:56:48.997445,2025-08-06 12:57:47.973335,0 days 00:00:58.975890,7,9,12,42,30,69,123,10,31,COMPLETE
375,35656.19020810942,2025-08-06 12:56:52.620999,2025-08-06 12:57:51.312244,0 days 00:00:58.691245,12,8,14,41,27,69,122,15,33,COMPLETE
376,212478.54062007627,2025-08-06 12:57:20.913839,2025-08-06 12:58:24.728260,0 days 00:01:03.814421,7,9,12,43,30,69,131,14,33,COMPLETE
377,46661.46758336043,2025-08-06 12:57:38.021682,2025-08-06 12:58:39.258010,0 days 00:01:01.236328,12,9,12,42,30,67,132,10,33,COMPLETE
378,2445.341895815798,2025-08-06 12:57:48.204971,2025-08-06 12:58:49.028101,0 days 00:01:00.823130,64,9,12,43,30,67,132,10,32,COMPLETE
379,36589.16788426212,2025-08-06 12:57:51.335300,2025-08-06 12:58:51.030229,0 days 00:00:59.694929,10,9,11,43,30,67,131,14,34,COMPLETE
380,8851.06107540459,2025-08-06 12:58:24.745766,2025-08-06 12:59:26.262108,0 days 00:01:01.516342,23,9,11,42,30,68,132,11,32,COMPLETE
381,66642.03541525645,2025-08-06 12:58:39.291015,2025-08-06 12:59:42.600345,0 days 00:01:03.309330,10,9,12,42,30,67,139,10,32,COMPLETE
382,-800.5567922797103,2025-08-06 12:58:49.168765,2025-08-06 12:59:48.012712,0 days 00:00:58.843947,23,9,11,42,30,68,138,200,31,COMPLETE
383,10706.925050694063,2025-08-06 12:58:51.047426,2025-08-06 12:59:49.275379,0 days 00:00:58.227953,9,9,12,42,30,68,136,195,34,COMPLETE
384,59257.51814937928,2025-08-06 12:59:26.268747,2025-08-06 13:00:29.296112,0 days 00:01:03.027365,9,9,12,41,30,69,137,22,35,COMPLETE
385,24525.656429641585,2025-08-06 12:59:42.728895,2025-08-06 13:00:39.525464,0 days 00:00:56.796569,9,9,12,41,30,69,124,21,35,COMPLETE
386,23777.497063770108,2025-08-06 12:59:48.067620,2025-08-06 13:00:46.501346,0 days 00:00:58.433726,9,8,12,41,30,69,124,21,34,COMPLETE
387,-inf,2025-08-06 12:59:49.282283,2025-08-06 13:00:47.846716,0 days 00:00:58.564433,7,8,12,41,5,37,124,21,31,COMPLETE
388,133205.33445653412,2025-08-06 13:00:29.307908,2025-08-06 13:01:23.627588,0 days 00:00:54.319680,6,8,12,41,29,69,124,20,31,COMPLETE
389,174245.23378581245,2025-08-06 13:00:39.537216,2025-08-06 13:01:37.813587,0 days 00:00:58.276371,6,8,12,41,29,69,128,19,31,COMPLETE
390,725683.3466782409,2025-08-06 13:00:46.522166,2025-08-06 13:01:45.752408,0 days 00:00:59.230242,6,8,12,40,29,69,128,10,31,COMPLETE
391,726182.8255624009,2025-08-06 13:00:47.870392,2025-08-06 13:01:51.678644,0 days 00:01:03.808252,6,8,11,40,29,69,128,10,33,COMPLETE
392,-inf,2025-08-06 13:01:23.644640,2025-08-06 13:02:24.252869,0 days 00:01:00.608229,6,8,11,40,29,45,74,15,31,COMPLETE
393,493284.64432931395,2025-08-06 13:01:37.862100,2025-08-06 13:02:38.791235,0 days 00:01:00.929135,7,8,12,40,29,70,129,10,30,COMPLETE
394,8642.614405907792,2025-08-06 13:01:45.769417,2025-08-06 13:02:45.753761,0 days 00:00:59.984344,5,8,12,40,9,68,129,15,33,COMPLETE
395,457787.52126762155,2025-08-06 13:01:51.690547,2025-08-06 13:02:52.423901,0 days 00:01:00.733354,5,8,12,40,29,68,130,10,33,COMPLETE
396,371259.29346266395,2025-08-06 13:02:24.317927,2025-08-06 13:03:23.767691,0 days 00:00:59.449764,5,8,12,40,29,67,130,10,33,COMPLETE
397,450394.8221491238,2025-08-06 13:02:38.813268,2025-08-06 13:03:43.077014,0 days 00:01:04.263746,5,8,11,40,30,68,130,10,33,COMPLETE
398,405346.76844247774,2025-08-06 13:02:45.760581,2025-08-06 13:03:45.294887,0 days 00:00:59.534306,5,8,11,40,30,67,132,10,33,COMPLETE
399,406916.44184731797,2025-08-06 13:02:52.459729,2025-08-06 13:03:48.606083,0 days 00:00:56.146354,5,8,11,40,30,66,133,10,32,COMPLETE
400,128794.4851431643,2025-08-06 13:03:23.833875,2025-08-06 13:04:10.694819,0 days 00:00:46.860944,7,8,11,40,30,66,143,10,34,COMPLETE
401,57726.425827239764,2025-08-06 13:03:43.125037,2025-08-06 13:04:30.042077,0 days 00:00:46.917040,8,8,11,40,30,67,144,10,34,COMPLETE
402,62102.19798651505,2025-08-06 13:03:45.317002,2025-08-06 13:04:32.499964,0 days 00:00:47.182962,8,8,11,40,30,66,136,14,34,COMPLETE
403,68647.64206990125,2025-08-06 13:03:48.607021,2025-08-06 13:04:33.750288,0 days 00:00:45.143267,8,7,11,40,30,66,136,10,34,COMPLETE
404,109784.04613979523,2025-08-06 13:04:10.776308,2025-08-06 13:04:56.857305,0 days 00:00:46.080997,8,7,12,40,30,68,137,10,36,COMPLETE
405,164386.12364977595,2025-08-06 13:04:30.080825,2025-08-06 13:05:14.165053,0 days 00:00:44.084228,7,7,12,42,29,68,137,10,36,COMPLETE
406,378732.1351074041,2025-08-06 13:04:32.511156,2025-08-06 13:05:18.007777,0 days 00:00:45.496621,7,7,12,42,29,68,139,10,33,COMPLETE
407,405635.6318346516,2025-08-06 13:04:33.756171,2025-08-06 13:05:18.869138,0 days 00:00:45.112967,7,8,12,42,29,68,131,10,32,COMPLETE
408,165655.6364381275,2025-08-06 13:04:56.863416,2025-08-06 13:05:45.461250,0 days 00:00:48.597834,6,8,12,42,29,68,130,17,33,COMPLETE
409,158538.16997134205,2025-08-06 13:05:14.207454,2025-08-06 13:05:58.817339,0 days 00:00:44.609885,6,8,19,41,29,68,129,18,32,COMPLETE
410,130832.9931672248,2025-08-06 13:05:18.034738,2025-08-06 13:06:03.479519,0 days 00:00:45.444781,5,8,12,41,29,68,131,18,32,COMPLETE
411,1122.059221772073,2025-08-06 13:05:18.908494,2025-08-06 13:06:04.595773,0 days 00:00:45.687279,5,14,12,41,6,69,127,18,32,COMPLETE
412,75758.14319065385,2025-08-06 13:05:45.489181,2025-08-06 13:06:33.780659,0 days 00:00:48.291478,5,9,12,39,29,69,128,26,32,COMPLETE
413,-209.24855316430538,2025-08-06 13:05:58.854651,2025-08-06 13:06:43.458584,0 days 00:00:44.603933,50,9,12,43,29,69,123,25,31,COMPLETE
414,31641.942249131927,2025-08-06 13:06:03.497134,2025-08-06 13:06:49.117462,0 days 00:00:45.620328,10,9,12,39,30,69,122,26,35,COMPLETE
415,26421.19575245146,2025-08-06 13:06:04.629203,2025-08-06 13:06:49.605062,0 days 00:00:44.975859,11,9,12,39,29,69,121,26,31,COMPLETE
416,7700.846656534567,2025-08-06 13:06:33.836263,2025-08-06 13:07:21.033874,0 days 00:00:47.197611,56,7,12,39,30,69,121,26,31,COMPLETE
417,84116.06918038495,2025-08-06 13:06:43.527679,2025-08-06 13:07:28.203431,0 days 00:00:44.675752,11,8,12,39,30,69,121,16,30,COMPLETE
418,26707.634924632075,2025-08-06 13:06:49.153746,2025-08-06 13:07:36.053999,0 days 00:00:46.900253,11,8,12,40,30,70,134,16,30,COMPLETE
419,279407.07851875783,2025-08-06 13:06:49.607399,2025-08-06 13:07:35.891338,0 days 00:00:46.283939,7,8,11,40,30,70,134,16,30,COMPLETE
420,169302.58341427104,2025-08-06 13:07:21.134367,2025-08-06 13:08:07.962809,0 days 00:00:46.828442,7,8,11,40,30,70,134,16,33,COMPLETE
421,347918.82824300515,2025-08-06 13:07:28.240408,2025-08-06 13:08:15.750829,0 days 00:00:47.510421,7,8,11,40,29,70,134,10,33,COMPLETE
422,644804.4561376537,2025-08-06 13:07:35.915597,2025-08-06 13:08:22.435162,0 days 00:00:46.519565,5,8,12,40,29,67,127,10,33,COMPLETE
423,44754.21472605835,2025-08-06 13:07:36.055733,2025-08-06 13:08:22.333165,0 days 00:00:46.277432,9,7,11,43,29,67,127,10,33,COMPLETE
424,12184.670506877437,2025-08-06 13:08:07.979718,2025-08-06 13:08:54.615202,0 days 00:00:46.635484,5,7,13,41,11,67,128,10,31,COMPLETE
425,699147.7160394504,2025-08-06 13:08:15.854454,2025-08-06 13:09:02.465200,0 days 00:00:46.610746,5,7,13,43,29,67,127,10,31,COMPLETE
426,-inf,2025-08-06 13:08:22.373306,2025-08-06 13:09:07.646636,0 days 00:00:45.273330,5,7,13,41,29,42,128,20,31,COMPLETE
427,47191.78014105242,2025-08-06 13:08:22.478717,2025-08-06 13:09:07.961466,0 days 00:00:45.482749,5,8,12,40,29,65,129,21,35,COMPLETE
428,21755.005954883076,2025-08-06 13:08:54.631848,2025-08-06 13:09:41.983796,0 days 00:00:47.351948,5,8,12,41,29,58,128,20,34,COMPLETE
429,3222.4027051271455,2025-08-06 13:09:02.482323,2025-08-06 13:09:48.198408,0 days 00:00:45.716085,42,7,12,16,29,66,146,20,35,COMPLETE
430,96217.17703826552,2025-08-06 13:09:07.680732,2025-08-06 13:09:53.512172,0 days 00:00:45.831440,6,7,12,43,29,65,123,20,32,COMPLETE
431,118551.80056818653,2025-08-06 13:09:07.985004,2025-08-06 13:09:53.955238,0 days 00:00:45.970234,6,7,12,17,29,67,142,16,34,COMPLETE
432,225810.28275601476,2025-08-06 13:09:42.079096,2025-08-06 13:10:29.546340,0 days 00:00:47.467244,6,7,12,43,30,67,141,10,32,COMPLETE
433,184.2103020235154,2025-08-06 13:09:48.205531,2025-08-06 13:10:32.984646,0 days 00:00:44.779115,8,7,12,43,30,51,140,10,32,COMPLETE
434,41330.09766464418,2025-08-06 13:09:53.545478,2025-08-06 13:10:39.834432,0 days 00:00:46.288954,8,8,12,44,30,67,141,10,33,COMPLETE
435,6880.78223936459,2025-08-06 13:09:53.995305,2025-08-06 13:10:39.268398,0 days 00:00:45.273093,8,8,13,44,16,67,139,10,30,COMPLETE
436,108938.97741125147,2025-08-06 13:10:29.568408,2025-08-06 13:11:17.529864,0 days 00:00:47.961456,8,8,13,42,30,68,125,10,30,COMPLETE
437,208.29715607248863,2025-08-06 13:10:33.021231,2025-08-06 13:11:18.907452,0 days 00:00:45.886221,73,8,13,44,17,67,132,126,30,COMPLETE
438,59615.36309819727,2025-08-06 13:10:39.275792,2025-08-06 13:11:24.871030,0 days 00:00:45.595238,9,9,11,42,30,68,132,15,31,COMPLETE
439,23100.05492570749,2025-08-06 13:10:39.857046,2025-08-06 13:11:26.279672,0 days 00:00:46.422626,5,8,13,42,29,68,132,126,30,COMPLETE
440,12118.339398422871,2025-08-06 13:11:17.568226,2025-08-06 13:12:02.126147,0 days 00:00:44.557921,5,9,13,42,29,68,134,160,31,COMPLETE
441,360798.8215508676,2025-08-06 13:11:18.939793,2025-08-06 13:12:03.301302,0 days 00:00:44.361509,5,9,11,42,23,68,122,16,31,COMPLETE
442,388483.5096070833,2025-08-06 13:11:24.887877,2025-08-06 13:12:13.336491,0 days 00:00:48.448614,5,9,12,41,29,68,123,16,33,COMPLETE
443,15278.401748036822,2025-08-06 13:11:26.312909,2025-08-06 13:12:17.666794,0 days 00:00:51.353885,7,9,12,41,29,69,123,256,14,COMPLETE
444,104781.77176082012,2025-08-06 13:12:02.160090,2025-08-06 13:13:06.968993,0 days 00:01:04.808903,7,8,12,41,29,66,123,16,33,COMPLETE
445,159176.07351738,2025-08-06 13:12:03.355337,2025-08-06 13:13:08.970639,0 days 00:01:05.615302,7,8,12,41,29,69,115,23,33,COMPLETE
446,152641.064292928,2025-08-06 13:12:13.391602,2025-08-06 13:13:14.469737,0 days 00:01:01.078135,7,8,12,40,29,69,117,23,37,COMPLETE
447,139140.97736333578,2025-08-06 13:12:17.705942,2025-08-06 13:13:18.278052,0 days 00:01:00.572110,7,8,12,40,28,69,116,22,11,COMPLETE
448,29388.308625759957,2025-08-06 13:13:07.006447,2025-08-06 13:14:08.887526,0 days 00:01:01.881079,7,8,12,40,28,69,115,222,32,COMPLETE
449,22755.094891536828,2025-08-06 13:13:09.008924,2025-08-06 13:14:10.047192,0 days 00:01:01.038268,9,7,13,39,28,70,118,31,32,COMPLETE
450,24888.82168352753,2025-08-06 13:13:14.533296,2025-08-06 13:14:15.873494,0 days 00:01:01.340198,13,7,13,39,28,70,127,15,32,COMPLETE
451,3000.578471597796,2025-08-06 13:13:18.285512,2025-08-06 13:14:17.939179,0 days 00:00:59.653667,9,7,11,39,30,60,127,220,32,COMPLETE
452,10965.44749374801,2025-08-06 13:14:08.930503,2025-08-06 13:15:09.103188,0 days 00:01:00.172685,13,7,13,39,30,70,207,95,30,COMPLETE
453,9413.314542502236,2025-08-06 13:14:10.151130,2025-08-06 13:15:09.737639,0 days 00:00:59.586509,10,7,11,39,20,70,127,38,30,COMPLETE
454,57852.14346844703,2025-08-06 13:14:15.880193,2025-08-06 13:15:14.591998,0 days 00:00:58.711805,10,7,11,39,30,70,129,10,30,COMPLETE
455,527317.4234294592,2025-08-06 13:14:17.996509,2025-08-06 13:15:21.319013,0 days 00:01:03.322504,6,8,12,20,30,70,130,10,30,COMPLETE
456,7982.556189185112,2025-08-06 13:15:09.143342,2025-08-06 13:16:06.635803,0 days 00:00:57.492461,5,8,11,40,30,57,131,15,29,COMPLETE
457,6507.7889683269905,2025-08-06 13:15:09.754499,2025-08-06 13:16:02.167005,0 days 00:00:52.412506,5,8,12,43,30,57,136,15,29,COMPLETE
458,135616.19728769897,2025-08-06 13:15:14.630061,2025-08-06 13:16:10.984511,0 days 00:00:56.354450,5,6,12,41,29,69,135,15,29,COMPLETE
459,132111.32027540336,2025-08-06 13:15:21.345785,2025-08-06 13:16:16.916089,0 days 00:00:55.570304,5,8,14,25,29,70,136,15,29,COMPLETE
460,109989.40355167352,2025-08-06 13:16:02.228915,2025-08-06 13:16:59.388653,0 days 00:00:57.159738,5,8,14,15,29,70,134,16,29,COMPLETE
461,55376.28723375722,2025-08-06 13:16:06.689507,2025-08-06 13:17:04.871221,0 days 00:00:58.181714,6,8,14,40,29,70,136,28,34,COMPLETE
462,70031.26655394655,2025-08-06 13:16:11.122038,2025-08-06 13:17:09.055345,0 days 00:00:57.933307,6,8,14,25,28,70,137,28,34,COMPLETE
463,38096.63775540875,2025-08-06 13:16:16.933006,2025-08-06 13:17:15.175972,0 days 00:00:58.242966,6,8,13,29,28,68,132,28,34,COMPLETE
464,63512.480136842816,2025-08-06 13:16:59.445051,2025-08-06 13:17:57.061194,0 days 00:00:57.616143,7,8,13,40,28,68,130,26,34,COMPLETE
465,114964.18449260504,2025-08-06 13:17:04.956733,2025-08-06 13:18:05.958150,0 days 00:01:01.001417,7,8,13,40,28,68,130,22,31,COMPLETE
466,24174.919530153627,2025-08-06 13:17:09.073451,2025-08-06 13:18:07.221944,0 days 00:00:58.148493,8,8,13,31,28,68,130,21,31,COMPLETE
467,2916.4787000047304,2025-08-06 13:17:15.200027,2025-08-06 13:18:13.564124,0 days 00:00:58.364097,8,8,13,26,18,69,125,23,31,COMPLETE
468,1191.9977068924989,2025-08-06 13:17:57.072948,2025-08-06 13:18:59.759285,0 days 00:01:02.686337,69,7,12,31,29,69,120,20,31,COMPLETE
469,11309.89310352248,2025-08-06 13:18:05.967564,2025-08-06 13:19:07.670834,0 days 00:01:01.703270,9,7,12,27,29,69,120,180,15,COMPLETE
470,140361.94036292902,2025-08-06 13:18:07.255651,2025-08-06 13:19:07.375496,0 days 00:01:00.119845,9,7,12,38,29,69,121,10,30,COMPLETE
471,359582.87816284684,2025-08-06 13:18:13.575977,2025-08-06 13:19:13.183711,0 days 00:00:59.607734,6,7,12,23,29,69,124,15,30,COMPLETE
472,1281184.551635274,2025-08-06 13:18:59.802388,2025-08-06 13:20:01.636912,0 days 00:01:01.834524,6,7,12,39,29,70,125,10,30,COMPLETE
473,105842.73870732759,2025-08-06 13:19:07.392505,2025-08-06 13:20:09.970626,0 days 00:01:02.578121,6,6,12,20,30,67,125,102,29,COMPLETE
474,603322.4523138892,2025-08-06 13:19:07.693911,2025-08-06 13:20:10.789641,0 days 00:01:03.095730,6,6,18,22,30,67,126,10,35,COMPLETE
475,253993.5638503148,2025-08-06 13:19:13.265233,2025-08-06 13:20:16.326672,0 days 00:01:03.061439,5,6,12,41,30,67,146,10,29,COMPLETE
476,184318.62310337255,2025-08-06 13:20:01.736195,2025-08-06 13:21:00.835850,0 days 00:00:59.099655,6,8,11,19,30,67,111,10,29,COMPLETE
477,174701.09453440952,2025-08-06 13:20:10.029890,2025-08-06 13:21:10.646885,0 days 00:01:00.616995,7,8,12,23,28,70,110,10,29,COMPLETE
478,52290.11708331608,2025-08-06 13:20:10.799718,2025-08-06 13:21:08.806040,0 days 00:00:58.006322,9,6,12,21,28,66,113,18,36,COMPLETE
479,38363.842010387474,2025-08-06 13:20:16.361205,2025-08-06 13:21:13.624269,0 days 00:00:57.263064,8,8,20,39,28,65,114,17,35,COMPLETE
480,26602.838974712133,2025-08-06 13:21:00.921271,2025-08-06 13:22:01.413913,0 days 00:01:00.492642,8,6,20,32,28,65,118,18,36,COMPLETE
481,248983.7675928503,2025-08-06 13:21:08.823541,2025-08-06 13:22:10.979149,0 days 00:01:02.155608,7,6,12,19,28,70,119,18,35,COMPLETE
482,24814.21329300262,2025-08-06 13:21:10.674294,2025-08-06 13:22:10.584655,0 days 00:00:59.910361,10,6,19,19,29,65,119,18,37,COMPLETE
