number,value,datetime_start,datetime_complete,duration,params_macd_fast,params_macd_signal,params_macd_slow,params_volume_sma,params_volume_spike_ratio,state
348,22749.170349339205,2025-07-31 22:27:50.615560,2025-07-31 22:32:09.182130,0 days 00:04:18.566570,13,6,30,49,2.246656174497791,COMPLETE
349,15626.941215556333,2025-07-31 22:27:50.650788,2025-07-31 22:32:15.260118,0 days 00:04:24.609330,19,17,46,23,2.0477254506949256,COMPLETE
350,5386.784409473085,2025-07-31 22:27:50.679365,2025-07-31 22:32:00.692615,0 days 00:04:10.013250,14,15,37,28,1.6816888392688267,COMPLETE
351,14755.565193789882,2025-07-31 22:27:50.703003,2025-07-31 22:32:12.478032,0 days 00:04:21.775029,18,18,49,24,1.8284628489989585,COMPLETE
352,28264.937603618037,2025-07-31 22:27:50.709217,2025-07-31 22:32:20.580899,0 days 00:04:29.871682,11,8,36,5,2.0222232838741174,COMPLETE
353,1205.9902693126871,2025-07-31 22:27:50.724229,2025-07-31 22:32:23.985053,0 days 00:04:33.260824,7,5,23,16,2.513626613486762,COMPLETE
354,4198.062620034677,2025-07-31 22:27:50.730812,2025-07-31 22:32:16.262733,0 days 00:04:25.531921,13,14,33,40,1.7743451279968645,COMPLETE
355,7030.15052009128,2025-07-31 22:27:50.734983,2025-07-31 22:32:15.704827,0 days 00:04:24.969844,12,17,35,20,2.5573603231935396,COMPLETE
356,7442.744190491103,2025-07-31 22:27:50.737252,2025-07-31 22:32:24.433280,0 days 00:04:33.696028,7,7,23,20,2.2876296804904905,COMPLETE
357,12586.417777175599,2025-07-31 22:27:50.739151,2025-07-31 22:32:10.959149,0 days 00:04:20.219998,13,8,17,36,1.6984839623977948,COMPLETE
358,6781.494293271082,2025-07-31 22:27:50.740120,2025-07-31 22:32:25.329313,0 days 00:04:34.589193,14,16,35,37,2.5643351505115013,COMPLETE
359,1696.1768569495032,2025-07-31 22:27:50.742622,2025-07-31 22:32:20.852015,0 days 00:04:30.109393,9,17,47,35,1.7697183827418432,COMPLETE
360,-inf,2025-07-31 22:27:50.743897,2025-07-31 22:31:22.981662,0 days 00:03:32.237765,16,18,15,50,2.625826143423961,COMPLETE
361,2278.8333121961605,2025-07-31 22:27:50.745995,2025-07-31 22:32:30.313755,0 days 00:04:39.567760,20,14,37,12,2.508763623308403,COMPLETE
362,6302.93488763104,2025-07-31 22:27:50.747025,2025-07-31 22:32:20.251592,0 days 00:04:29.504567,17,8,34,6,1.6434727225807864,COMPLETE
363,4527.821683218006,2025-07-31 22:27:50.749795,2025-07-31 22:32:19.145860,0 days 00:04:28.396065,5,17,32,11,1.7104670248028349,COMPLETE
364,14693.516880443214,2025-07-31 22:27:50.751585,2025-07-31 22:32:15.186061,0 days 00:04:24.434476,15,17,48,5,2.948732567836541,COMPLETE
365,7395.887457290349,2025-07-31 22:27:50.753312,2025-07-31 22:32:31.549135,0 days 00:04:40.795823,17,15,30,13,1.5567580620341415,COMPLETE
366,21401.26966581587,2025-07-31 22:27:50.755810,2025-07-31 22:32:30.190813,0 days 00:04:39.435003,13,6,28,17,1.6104957832535913,COMPLETE
367,4547.137759226138,2025-07-31 22:27:50.757169,2025-07-31 22:32:19.537007,0 days 00:04:28.779838,16,11,40,11,1.7192545108274278,COMPLETE
368,4379.048148937402,2025-07-31 22:27:50.760326,2025-07-31 22:32:25.517908,0 days 00:04:34.757582,5,16,28,17,2.4597024822475455,COMPLETE
369,5202.0997870558,2025-07-31 22:27:50.763321,2025-07-31 22:32:47.434327,0 days 00:04:56.671006,17,12,35,30,2.2056675947669975,COMPLETE
370,6711.344944642526,2025-07-31 22:27:50.765306,2025-07-31 22:32:30.631977,0 days 00:04:39.866671,15,11,18,8,2.7751298079662403,COMPLETE
371,5860.720358790492,2025-07-31 22:27:50.766380,2025-07-31 22:32:36.279145,0 days 00:04:45.512765,11,10,16,47,2.611647277489108,COMPLETE
372,7696.6789406007265,2025-07-31 22:27:50.768461,2025-07-31 22:32:24.896502,0 days 00:04:34.128041,13,15,16,29,1.9105573793068495,COMPLETE
373,9393.71158462763,2025-07-31 22:27:50.769910,2025-07-31 22:32:28.350118,0 days 00:04:37.580208,16,6,46,34,2.7823235665131962,COMPLETE
374,9906.191925435593,2025-07-31 22:27:50.773456,2025-07-31 22:32:28.935725,0 days 00:04:38.162269,17,7,50,31,2.1778563584964576,COMPLETE
375,3475.3399462213256,2025-07-31 22:27:50.774194,2025-07-31 22:32:33.165898,0 days 00:04:42.391704,8,20,44,41,2.2409776288015064,COMPLETE
376,2511.2180257976465,2025-07-31 22:27:50.775756,2025-07-31 22:32:37.122061,0 days 00:04:46.346305,9,18,36,27,2.5673574909350014,COMPLETE
377,19303.550297990052,2025-07-31 22:27:50.776260,2025-07-31 22:32:31.668387,0 days 00:04:40.892127,17,5,22,24,2.143676488966751,COMPLETE
378,9328.998775873428,2025-07-31 22:27:50.778544,2025-07-31 22:32:36.730285,0 days 00:04:45.951741,12,20,28,14,2.071766136095024,COMPLETE
379,9450.35893804115,2025-07-31 22:27:50.781858,2025-07-31 22:32:40.608879,0 days 00:04:49.827021,8,7,46,24,1.7384854682867334,COMPLETE
380,7528.766726978535,2025-07-31 22:27:50.783654,2025-07-31 22:32:29.912347,0 days 00:04:39.128693,8,18,19,13,1.7727613448770192,COMPLETE
381,11795.34521901353,2025-07-31 22:27:50.784544,2025-07-31 22:32:39.194807,0 days 00:04:48.410263,8,12,20,41,1.6817514020937336,COMPLETE
382,15841.501497341334,2025-07-31 22:27:50.786311,2025-07-31 22:32:38.260199,0 days 00:04:47.473888,16,16,47,13,2.247968679270984,COMPLETE
383,2814.69648460815,2025-07-31 22:27:50.787655,2025-07-31 22:32:47.665178,0 days 00:04:56.877523,12,12,48,28,2.181594499772164,COMPLETE
384,9994.109062647705,2025-07-31 22:27:50.788502,2025-07-31 22:32:30.986284,0 days 00:04:40.197782,11,8,28,33,2.434800008981043,COMPLETE
385,7565.594278619684,2025-07-31 22:27:50.791461,2025-07-31 22:32:32.817391,0 days 00:04:42.025930,8,13,21,29,2.223836096986547,COMPLETE
386,5318.752554322308,2025-07-31 22:27:50.792710,2025-07-31 22:32:39.452045,0 days 00:04:48.659335,5,17,18,41,1.6971503112520359,COMPLETE
387,2134.4000142514574,2025-07-31 22:27:50.794409,2025-07-31 22:32:48.781784,0 days 00:04:57.987375,19,15,32,29,1.9586312122814267,COMPLETE
388,-inf,2025-07-31 22:27:50.796481,2025-07-31 22:31:39.533382,0 days 00:03:48.736901,17,5,15,21,2.785611332403925,COMPLETE
389,13692.503277422387,2025-07-31 22:27:50.798660,2025-07-31 22:32:44.489246,0 days 00:04:53.690586,18,20,39,20,1.7370199832206807,COMPLETE
390,6183.779406028882,2025-07-31 22:27:50.801164,2025-07-31 22:32:28.162798,0 days 00:04:37.361634,12,20,48,18,2.980375953834869,COMPLETE
391,16516.215949657886,2025-07-31 22:27:50.802505,2025-07-31 22:32:55.643133,0 days 00:05:04.840628,10,9,40,14,1.9570753177494462,COMPLETE
392,8838.822449582845,2025-07-31 22:27:50.803529,2025-07-31 22:32:45.904944,0 days 00:04:55.101415,15,8,29,15,2.933499425341673,COMPLETE
393,16354.435052528548,2025-07-31 22:27:50.805980,2025-07-31 22:32:50.998964,0 days 00:05:00.192984,14,9,17,23,2.1859496807722687,COMPLETE
394,3160.034051862452,2025-07-31 22:27:50.807019,2025-07-31 22:32:45.461253,0 days 00:04:54.654234,9,19,38,13,2.3562989952640674,COMPLETE
395,21512.080167534674,2025-07-31 22:27:50.810883,2025-07-31 22:32:44.411672,0 days 00:04:53.600789,13,7,30,25,2.879563673644147,COMPLETE
396,2550.35935203748,2025-07-31 22:27:50.813828,2025-07-31 22:32:46.185655,0 days 00:04:55.371827,12,18,17,45,1.6328892616834718,COMPLETE
397,7890.304727827132,2025-07-31 22:27:50.814998,2025-07-31 22:32:50.449395,0 days 00:04:59.634397,14,15,16,9,2.7869311183754144,COMPLETE
398,4823.2151657208215,2025-07-31 22:27:50.820125,2025-07-31 22:32:35.560998,0 days 00:04:44.740873,17,12,36,28,2.5472072898546303,COMPLETE
399,2012.645580353063,2025-07-31 22:27:50.822439,2025-07-31 22:32:42.693695,0 days 00:04:51.871256,6,14,44,42,1.9862369342393595,COMPLETE
400,3808.576461262613,2025-07-31 22:27:50.825107,2025-07-31 22:32:46.618804,0 days 00:04:55.793697,10,15,48,29,1.8074775452049816,COMPLETE
401,13329.903192914458,2025-07-31 22:27:50.827650,2025-07-31 22:32:50.699854,0 days 00:04:59.872204,16,14,23,36,2.741759789424515,COMPLETE
402,20575.729559850155,2025-07-31 22:27:50.829543,2025-07-31 22:32:54.185018,0 days 00:05:03.355475,20,7,22,32,1.8180376049176865,COMPLETE
403,8295.006532807936,2025-07-31 22:27:50.831717,2025-07-31 22:32:52.752169,0 days 00:05:01.920452,8,6,23,15,2.513184801575549,COMPLETE
404,4334.510228167702,2025-07-31 22:27:50.834358,2025-07-31 22:32:44.117971,0 days 00:04:53.283613,20,18,28,10,2.801673415559608,COMPLETE
405,-inf,2025-07-31 22:27:50.836245,2025-07-31 22:31:45.395540,0 days 00:03:54.559295,19,12,15,23,2.775001869734798,COMPLETE
406,2072.918937717768,2025-07-31 22:27:50.838340,2025-07-31 22:32:52.278320,0 days 00:05:01.439980,14,18,41,32,1.9954188446306305,COMPLETE
407,5630.764686614868,2025-07-31 22:27:50.845036,2025-07-31 22:32:47.677956,0 days 00:04:56.832920,19,19,30,10,2.638179016499045,COMPLETE
408,7429.18813451017,2025-07-31 22:27:50.882107,2025-07-31 22:32:49.398132,0 days 00:04:58.516025,7,15,30,19,1.5907575846071376,COMPLETE
409,19750.071440360258,2025-07-31 22:27:50.884549,2025-07-31 22:32:50.687035,0 days 00:04:59.802486,15,20,46,38,2.354090236545797,COMPLETE
410,4655.867443267852,2025-07-31 22:27:50.886388,2025-07-31 22:32:47.142217,0 days 00:04:56.255829,18,18,31,29,2.51178541872116,COMPLETE
411,23469.707346075767,2025-07-31 22:27:50.897734,2025-07-31 22:32:55.233731,0 days 00:05:04.335997,13,7,33,27,2.4600020853044007,COMPLETE
412,11406.08118212359,2025-07-31 22:27:50.943295,2025-07-31 22:32:49.539908,0 days 00:04:58.596613,8,7,50,18,1.6346227319384543,COMPLETE
413,20152.693136473645,2025-07-31 22:27:50.954470,2025-07-31 22:32:54.918432,0 days 00:05:03.963962,11,6,43,7,2.1344389338594913,COMPLETE
414,8558.429311257554,2025-07-31 22:27:50.963088,2025-07-31 22:32:45.903343,0 days 00:04:54.940255,6,8,49,11,2.369982891269931,COMPLETE
415,11305.709925705432,2025-07-31 22:27:50.963861,2025-07-31 22:32:50.363325,0 days 00:04:59.399464,19,12,22,13,2.794145049242251,COMPLETE
416,5370.225711443823,2025-07-31 22:27:50.974284,2025-07-31 22:32:55.469943,0 days 00:05:04.495659,19,11,37,18,2.365111203628095,COMPLETE
417,2954.5040157175845,2025-07-31 22:27:51.051415,2025-07-31 22:32:46.993640,0 days 00:04:55.942225,18,18,33,22,2.4526174358536696,COMPLETE
418,4802.1811952990165,2025-07-31 22:27:51.098291,2025-07-31 22:32:57.969407,0 days 00:05:06.871116,17,9,36,5,1.7964024159860308,COMPLETE
419,6919.7396703884515,2025-07-31 22:27:51.101552,2025-07-31 22:32:54.070342,0 days 00:05:02.968790,13,15,35,41,2.5771820839385695,COMPLETE
420,5858.604236202678,2025-07-31 22:27:51.120255,2025-07-31 22:32:56.771099,0 days 00:05:05.650844,10,5,17,15,1.5021651982801838,COMPLETE
421,6072.071129123823,2025-07-31 22:27:51.153820,2025-07-31 22:32:59.966980,0 days 00:05:08.813160,7,8,22,48,2.8041718744338717,COMPLETE
422,5304.336231534563,2025-07-31 22:27:51.165714,2025-07-31 22:32:47.679207,0 days 00:04:56.513493,11,15,36,21,1.9350486469728057,COMPLETE
423,7614.580664516024,2025-07-31 22:27:51.205848,2025-07-31 22:32:55.017728,0 days 00:05:03.811880,14,13,17,39,1.5327844744135328,COMPLETE
424,5269.853808928978,2025-07-31 22:27:51.255739,2025-07-31 22:32:52.021960,0 days 00:05:00.766221,15,13,36,8,1.987815152616902,COMPLETE
425,4572.411440172833,2025-07-31 22:27:51.281039,2025-07-31 22:32:56.034945,0 days 00:05:04.753906,5,16,29,17,1.9796952828356686,COMPLETE
426,4268.930652107988,2025-07-31 22:27:51.294046,2025-07-31 22:32:56.658158,0 days 00:05:05.364112,20,16,35,40,2.4189906374385615,COMPLETE
427,7346.672619311119,2025-07-31 22:27:51.327499,2025-07-31 22:32:58.368504,0 days 00:05:07.041005,9,9,26,14,2.101799961709702,COMPLETE
428,14618.262721433866,2025-07-31 22:27:51.380113,2025-07-31 22:32:59.210016,0 days 00:05:07.829903,17,6,40,17,2.493841374926651,COMPLETE
429,3327.533306793187,2025-07-31 22:27:51.402486,2025-07-31 22:33:00.275040,0 days 00:05:08.872554,13,14,50,22,2.106430001443452,COMPLETE
430,3430.3674784781674,2025-07-31 22:27:51.413256,2025-07-31 22:32:58.883481,0 days 00:05:07.470225,5,14,42,30,2.3512385045105377,COMPLETE
431,4996.371319229599,2025-07-31 22:27:51.437268,2025-07-31 22:32:58.289838,0 days 00:05:06.852570,6,6,45,21,2.5399576783180287,COMPLETE
432,4286.136258612313,2025-07-31 22:27:51.444265,2025-07-31 22:32:56.120982,0 days 00:05:04.676717,11,11,45,17,2.9456841677545578,COMPLETE
433,4949.540060330596,2025-07-31 22:27:51.463693,2025-07-31 22:32:55.499519,0 days 00:05:04.035826,7,9,29,28,2.221370674374253,COMPLETE
434,1405.162728657169,2025-07-31 22:27:51.485608,2025-07-31 22:32:53.179979,0 days 00:05:01.694371,7,5,21,33,2.216762887198702,COMPLETE
435,9696.792390562588,2025-07-31 22:27:51.502428,2025-07-31 22:32:55.892741,0 days 00:05:04.390313,10,7,21,47,2.5092494599767123,COMPLETE
436,6328.457334841997,2025-07-31 22:27:51.515086,2025-07-31 22:32:59.300846,0 days 00:05:07.785760,7,11,34,28,1.7778022392130572,COMPLETE
437,1720.4039328288766,2025-07-31 22:27:51.533963,2025-07-31 22:32:55.969415,0 days 00:05:04.435452,5,17,42,23,1.526196381831538,COMPLETE
438,24995.131042163175,2025-07-31 22:27:51.569133,2025-07-31 22:32:59.793061,0 days 00:05:08.223928,16,5,23,19,2.2975030807190793,COMPLETE
439,10525.758079001836,2025-07-31 22:27:51.581257,2025-07-31 22:32:59.570983,0 days 00:05:07.989726,14,12,50,25,1.5405871115000869,COMPLETE
440,12065.98893056144,2025-07-31 22:27:51.597246,2025-07-31 22:32:59.268704,0 days 00:05:07.671458,20,14,41,32,2.094456050338072,COMPLETE
441,16496.280425381203,2025-07-31 22:27:51.607853,2025-07-31 22:32:58.568758,0 days 00:05:06.960905,10,7,40,28,2.97215499250537,COMPLETE
442,1098.706055760806,2025-07-31 22:27:51.633901,2025-07-31 22:32:46.919618,0 days 00:04:55.285717,6,15,49,19,2.4771908916248537,COMPLETE
443,6433.246742233259,2025-07-31 22:27:51.644572,2025-07-31 22:32:57.800678,0 days 00:05:06.156106,10,11,15,38,1.7650165447544677,COMPLETE
444,11744.84949647237,2025-07-31 22:27:51.665733,2025-07-31 22:32:59.661103,0 days 00:05:07.995370,15,8,38,44,2.3249590566405005,COMPLETE
445,4074.9890692305653,2025-07-31 22:27:51.676414,2025-07-31 22:32:58.136728,0 days 00:05:06.460314,16,13,17,45,2.3483453229068036,COMPLETE
446,5659.45308224888,2025-07-31 22:27:51.697629,2025-07-31 22:32:57.881980,0 days 00:05:06.184351,13,15,44,10,2.557759873870557,COMPLETE
447,22978.04935095618,2025-07-31 22:27:51.718602,2025-07-31 22:32:57.518315,0 days 00:05:05.799713,19,6,26,32,2.776824824886637,COMPLETE
448,19080.235826038355,2025-07-31 22:27:51.744877,2025-07-31 22:32:55.883490,0 days 00:05:04.138613,16,18,45,11,2.4413728691924605,COMPLETE
449,-inf,2025-07-31 22:27:51.786596,2025-07-31 22:32:03.326251,0 days 00:04:11.539655,20,17,18,17,1.5737244478184358,COMPLETE
450,13628.652555863413,2025-07-31 22:27:51.797297,2025-07-31 22:32:59.678005,0 days 00:05:07.880708,16,5,46,44,2.85837852121064,COMPLETE
451,6510.00330435876,2025-07-31 22:27:51.823911,2025-07-31 22:32:59.369847,0 days 00:05:07.545936,15,10,30,47,2.166623362004328,COMPLETE
452,4268.825533560881,2025-07-31 22:27:51.850251,2025-07-31 22:32:59.938157,0 days 00:05:08.087906,13,20,42,50,1.9116814409366352,COMPLETE
453,13030.87199760307,2025-07-31 22:27:51.871483,2025-07-31 22:33:00.722630,0 days 00:05:08.851147,16,18,44,49,2.903319050887978,COMPLETE
454,9124.609860016615,2025-07-31 22:27:51.892787,2025-07-31 22:33:00.681682,0 days 00:05:08.788895,19,8,24,31,2.927821507772885,COMPLETE
455,3338.537680770033,2025-07-31 22:27:51.908614,2025-07-31 22:33:00.286017,0 days 00:05:08.377403,12,12,43,19,2.583928614651307,COMPLETE
456,8970.328223784736,2025-07-31 22:27:51.929815,2025-07-31 22:32:57.546831,0 days 00:05:05.617016,11,13,34,21,1.9671486702062806,COMPLETE
457,3696.3501262004274,2025-07-31 22:27:51.950883,2025-07-31 22:32:59.986563,0 days 00:05:08.035680,10,10,46,46,1.814230556474336,COMPLETE
458,6778.804161168354,2025-07-31 22:27:51.977616,2025-07-31 22:33:00.358821,0 days 00:05:08.381205,19,7,48,26,2.142967940855358,COMPLETE
459,16550.96178965634,2025-07-31 22:27:51.999533,2025-07-31 22:27:54.245775,0 days 00:00:02.246242,17,5,25,37,2.95320667096417,COMPLETE
460,16550.96178965634,2025-07-31 22:27:52.000141,2025-07-31 22:27:55.140193,0 days 00:00:03.140052,17,5,25,38,2.911261253805981,COMPLETE
461,21271.178675107076,2025-07-31 22:27:52.001019,2025-07-31 22:27:54.577910,0 days 00:00:02.576891,16,5,25,39,2.991924561738159,COMPLETE
462,21271.178675107076,2025-07-31 22:27:52.010676,2025-07-31 22:27:55.454293,0 days 00:00:03.443617,16,5,25,38,2.9839042789343475,COMPLETE
463,17938.391290056607,2025-07-31 22:27:52.017463,2025-07-31 22:27:57.475889,0 days 00:00:05.458426,16,5,26,37,2.921062141301223,COMPLETE
464,21271.178675107076,2025-07-31 22:27:52.020356,2025-07-31 22:27:58.650638,0 days 00:00:06.630282,16,5,25,39,2.984180469061204,COMPLETE
465,21271.178675107076,2025-07-31 22:27:52.028732,2025-07-31 22:27:59.920528,0 days 00:00:07.891796,16,5,25,38,2.858893679094545,COMPLETE
466,20140.371948672633,2025-07-31 22:27:52.030852,2025-07-31 22:28:02.378182,0 days 00:00:10.347330,16,5,24,39,2.860920576978616,COMPLETE
467,20140.371948672633,2025-07-31 22:27:52.033950,2025-07-31 22:27:57.583452,0 days 00:00:05.549502,16,5,24,38,2.9314688946960095,COMPLETE
468,21271.178675107076,2025-07-31 22:27:52.038964,2025-07-31 22:27:58.978795,0 days 00:00:06.939831,16,5,25,38,2.934726542305249,COMPLETE
469,16550.96178965634,2025-07-31 22:27:52.071524,2025-07-31 22:28:11.871102,0 days 00:00:19.799578,17,5,25,36,2.9862123582064317,COMPLETE
470,17938.391290056607,2025-07-31 22:27:52.073947,2025-07-31 22:28:03.401992,0 days 00:00:11.328045,16,5,26,38,2.793965232239066,COMPLETE
471,17201.152825331705,2025-07-31 22:27:52.079022,2025-07-31 22:28:10.145667,0 days 00:00:18.066645,16,5,27,37,2.8895385598521104,COMPLETE
472,21271.178675107076,2025-07-31 22:27:52.088194,2025-07-31 22:28:02.376587,0 days 00:00:10.288393,16,5,25,38,2.9687108983237858,COMPLETE
473,21271.178675107076,2025-07-31 22:27:52.089505,2025-07-31 22:28:05.578623,0 days 00:00:13.489118,16,5,25,38,2.975811760188643,COMPLETE
474,17201.152825331705,2025-07-31 22:27:52.096674,2025-07-31 22:28:04.752815,0 days 00:00:12.656141,16,5,27,38,2.8944374406554605,COMPLETE
475,20140.371948672633,2025-07-31 22:27:52.103254,2025-07-31 22:28:05.830576,0 days 00:00:13.727322,16,5,24,39,2.9084394926894035,COMPLETE
476,21271.178675107076,2025-07-31 22:27:52.104342,2025-07-31 22:28:08.017933,0 days 00:00:15.913591,16,5,25,38,2.8882063676311645,COMPLETE
477,17007.390575907346,2025-07-31 22:27:52.115371,2025-07-31 22:28:07.995416,0 days 00:00:15.880045,16,6,24,39,2.9156319561339736,COMPLETE
478,21271.178675107076,2025-07-31 22:27:52.120975,2025-07-31 22:28:13.873163,0 days 00:00:21.752188,16,5,25,36,2.959291395700644,COMPLETE
479,21271.178675107076,2025-07-31 22:27:52.128660,2025-07-31 22:29:39.888210,0 days 00:01:47.759550,16,5,25,38,2.9457985842226653,COMPLETE
480,16550.96178965634,2025-07-31 22:27:52.134255,2025-07-31 22:28:15.377662,0 days 00:00:23.243407,17,5,25,37,2.9107249102999995,COMPLETE
481,21271.178675107076,2025-07-31 22:27:52.138901,2025-07-31 22:28:17.119116,0 days 00:00:24.980215,16,5,25,39,2.9395557596305153,COMPLETE
482,18373.155451394883,2025-07-31 22:27:52.142381,2025-07-31 22:28:07.148821,0 days 00:00:15.006440,16,6,26,39,2.9412167585067164,COMPLETE
483,21271.178675107076,2025-07-31 22:27:52.145825,2025-07-31 22:28:28.915308,0 days 00:00:36.769483,16,5,25,36,2.9254645269622763,COMPLETE
484,21271.178675107076,2025-07-31 22:27:52.155612,2025-07-31 22:29:05.501813,0 days 00:01:13.346201,16,5,25,37,2.983636200660678,COMPLETE
485,21271.178675107076,2025-07-31 22:27:52.164609,2025-07-31 22:29:03.183651,0 days 00:01:11.019042,16,5,25,37,2.9904008148335364,COMPLETE
486,20140.371948672633,2025-07-31 22:27:52.183833,2025-07-31 22:28:16.986124,0 days 00:00:24.802291,16,5,24,39,2.9426843748429774,COMPLETE
487,21271.178675107076,2025-07-31 22:27:52.189195,2025-07-31 22:28:12.899066,0 days 00:00:20.709871,16,5,25,39,2.9983706498461693,COMPLETE
488,17938.391290056607,2025-07-31 22:27:52.197131,2025-07-31 22:31:16.752041,0 days 00:03:24.554910,16,5,26,38,2.952120675688277,COMPLETE
489,20140.371948672633,2025-07-31 22:27:52.215158,2025-07-31 22:28:07.914329,0 days 00:00:15.699171,16,5,24,38,2.9959741957595876,COMPLETE
490,20140.371948672633,2025-07-31 22:27:52.217807,2025-07-31 22:28:20.374182,0 days 00:00:28.156375,16,5,24,38,2.9097586887034943,COMPLETE
491,20140.371948672633,2025-07-31 22:27:52.226655,2025-07-31 22:28:13.443227,0 days 00:00:21.216572,16,5,24,38,2.9309858465828267,COMPLETE
492,21271.178675107076,2025-07-31 22:27:52.262210,2025-07-31 22:29:57.867479,0 days 00:02:05.605269,16,5,25,39,2.980957244947604,COMPLETE
493,20140.371948672633,2025-07-31 22:27:52.293864,2025-07-31 22:29:03.669445,0 days 00:01:11.375581,16,5,24,38,2.9307428878920527,COMPLETE
494,21271.178675107076,2025-07-31 22:27:52.314611,2025-07-31 22:28:27.675417,0 days 00:00:35.360806,16,5,25,38,2.974387474784332,COMPLETE
495,20140.371948672633,2025-07-31 22:27:52.348492,2025-07-31 22:30:06.942599,0 days 00:02:14.594107,16,5,24,38,2.8710650206484973,COMPLETE
496,21271.178675107076,2025-07-31 22:27:52.384312,2025-07-31 22:28:34.467937,0 days 00:00:42.083625,16,5,25,38,2.9028767514697464,COMPLETE
497,21271.178675107076,2025-07-31 22:27:52.452133,2025-07-31 22:33:08.372080,0 days 00:05:15.919947,16,5,25,38,2.953991981442802,COMPLETE
498,21271.178675107076,2025-07-31 22:27:52.496357,2025-07-31 22:30:46.178810,0 days 00:02:53.682453,16,5,25,38,2.9876868085217065,COMPLETE
499,21271.178675107076,2025-07-31 22:27:52.680051,2025-07-31 22:28:48.189989,0 days 00:00:55.509938,16,5,25,37,2.946510786742195,COMPLETE
500,24995.131042163175,2025-07-31 22:27:52.727458,2025-07-31 22:29:38.723527,0 days 00:01:45.996069,16,5,23,38,2.949368514909185,COMPLETE
501,21271.178675107076,2025-07-31 22:27:52.778251,2025-07-31 22:29:54.143792,0 days 00:02:01.365541,16,5,25,37,2.9668682729159057,COMPLETE
502,20140.371948672633,2025-07-31 22:27:52.872174,2025-07-31 22:28:28.508591,0 days 00:00:35.636417,16,5,24,38,2.9221641505711986,COMPLETE
503,17938.391290056607,2025-07-31 22:27:52.901643,2025-07-31 22:29:02.225824,0 days 00:01:09.324181,16,5,26,37,2.9589026279869475,COMPLETE
504,21271.178675107076,2025-07-31 22:27:52.956198,2025-07-31 22:29:09.859962,0 days 00:01:16.903764,16,5,25,37,2.9973208597916594,COMPLETE
505,16490.11340347633,2025-07-31 22:27:52.962536,2025-07-31 22:28:31.075644,0 days 00:00:38.113108,16,5,28,38,2.99539702691053,COMPLETE
506,21271.178675107076,2025-07-31 22:27:53.001253,2025-07-31 22:35:00.013349,0 days 00:07:07.012096,16,5,25,39,2.942717826835522,COMPLETE
507,20140.371948672633,2025-07-31 22:27:53.024233,2025-07-31 22:33:02.090729,0 days 00:05:09.066496,16,5,24,36,2.9179357149845515,COMPLETE
508,20140.371948672633,2025-07-31 22:27:53.079983,2025-07-31 22:33:08.309585,0 days 00:05:15.229602,16,5,24,39,2.890538390675781,COMPLETE
509,24995.131042163175,2025-07-31 22:27:53.107349,2025-07-31 22:30:23.090851,0 days 00:02:29.983502,16,5,23,38,2.9440305003073366,COMPLETE
510,21271.178675107076,2025-07-31 22:27:53.141948,2025-07-31 22:34:20.483998,0 days 00:06:27.342050,16,5,25,39,2.9696368212825157,COMPLETE
511,16550.96178965634,2025-07-31 22:27:53.199026,2025-07-31 22:30:37.933799,0 days 00:02:44.734773,17,5,25,39,2.9865444948533053,COMPLETE
512,21271.178675107076,2025-07-31 22:27:53.337510,2025-07-31 22:30:44.108155,0 days 00:02:50.770645,16,5,25,38,2.949442453240267,COMPLETE
513,17520.52065338775,2025-07-31 22:27:53.494264,2025-07-31 22:29:28.920602,0 days 00:01:35.426338,17,5,23,38,2.995564694706717,COMPLETE
514,21271.178675107076,2025-07-31 22:27:53.639935,2025-07-31 22:28:46.602806,0 days 00:00:52.962871,16,5,25,38,2.9981729326428024,COMPLETE
515,21271.178675107076,2025-07-31 22:27:53.675876,2025-07-31 22:33:11.702548,0 days 00:05:18.026672,16,5,25,38,2.946063095713082,COMPLETE
516,17938.391290056607,2025-07-31 22:27:53.724605,2025-07-31 22:33:13.324976,0 days 00:05:19.600371,16,5,26,37,2.9914428847142513,COMPLETE
517,21271.178675107076,2025-07-31 22:27:53.866031,2025-07-31 22:33:16.055480,0 days 00:05:22.189449,16,5,25,38,2.931061678137996,COMPLETE
518,21271.178675107076,2025-07-31 22:27:53.920634,2025-07-31 22:31:58.094124,0 days 00:04:04.173490,16,5,25,38,2.9181489015475055,COMPLETE
519,16550.96178965634,2025-07-31 22:27:53.981933,2025-07-31 22:28:57.035589,0 days 00:01:03.053656,17,5,25,39,2.703718830442219,COMPLETE
520,21271.178675107076,2025-07-31 22:27:54.029341,2025-07-31 22:33:37.809400,0 days 00:05:43.780059,16,5,25,38,2.977611797980576,COMPLETE
521,21271.178675107076,2025-07-31 22:27:54.054624,2025-07-31 22:32:52.723706,0 days 00:04:58.669082,16,5,25,38,2.9735747774588823,COMPLETE
522,20140.371948672633,2025-07-31 22:27:54.104415,2025-07-31 22:33:21.555704,0 days 00:05:27.451289,16,5,24,38,2.973385615048382,COMPLETE
523,20140.371948672633,2025-07-31 22:27:54.209018,2025-07-31 22:33:19.257575,0 days 00:05:25.048557,16,5,24,38,2.9928477179641853,COMPLETE
524,24012.6087909632,2025-07-31 22:27:54.239205,2025-07-31 22:33:19.778678,0 days 00:05:25.539473,15,5,25,37,2.9435865927489675,COMPLETE
