number,value,datetime_start,datetime_complete,duration,params_fast,params_macd_fast,params_macd_signal,params_macd_slow,params_rsi_period,params_rsi_threshold,params_slow,params_trend_sma_period,params_volume_ma_period,state
876,41791.33457896278,2025-08-06 18:09:47.292026,2025-08-06 18:10:23.496458,0 days 00:00:36.204432,7,18,10,36,26,69,92,24,15,COMPLETE
877,-inf,2025-08-06 18:09:47.900083,2025-08-06 18:10:24.188120,0 days 00:00:36.288037,5,18,10,36,25,42,84,15,33,COMPLETE
878,123138.94433912328,2025-08-06 18:09:53.165770,2025-08-06 18:10:29.949267,0 days 00:00:36.783497,5,11,16,34,25,69,92,15,33,COMPLETE
879,404963.7943952366,2025-08-06 18:10:14.496739,2025-08-06 18:10:49.154992,0 days 00:00:34.658253,5,16,10,27,26,69,84,14,32,COMPLETE
880,-inf,2025-08-06 18:10:23.524798,2025-08-06 18:10:59.107110,0 days 00:00:35.582312,5,11,6,34,25,45,84,14,32,COMPLETE
881,222774.14997914163,2025-08-06 18:10:24.197564,2025-08-06 18:10:59.657316,0 days 00:00:35.459752,5,6,6,34,26,70,85,14,37,COMPLETE
882,223714.4073283988,2025-08-06 18:10:29.955837,2025-08-06 18:11:06.199145,0 days 00:00:36.243308,8,6,9,31,26,70,84,10,37,COMPLETE
883,414108.0580974845,2025-08-06 18:10:49.211474,2025-08-06 18:11:26.262960,0 days 00:00:37.051486,5,17,10,26,26,70,81,13,32,COMPLETE
884,270940.2430312118,2025-08-06 18:10:59.119195,2025-08-06 18:11:35.548605,0 days 00:00:36.429410,5,6,10,31,26,70,81,15,32,COMPLETE
885,357048.3835641836,2025-08-06 18:10:59.680880,2025-08-06 18:11:35.775135,0 days 00:00:36.094255,5,16,10,26,26,67,81,10,32,COMPLETE
886,227409.2657078821,2025-08-06 18:11:06.228998,2025-08-06 18:11:47.815814,0 days 00:00:41.586816,5,17,10,33,25,67,80,15,32,COMPLETE
887,416440.1873947802,2025-08-06 18:11:26.269330,2025-08-06 18:12:00.459441,0 days 00:00:34.190111,5,17,10,27,26,70,69,13,32,COMPLETE
888,117053.02178029422,2025-08-06 18:11:35.673714,2025-08-06 18:12:11.498429,0 days 00:00:35.824715,6,17,10,27,26,70,68,10,31,COMPLETE
889,163157.14595932746,2025-08-06 18:11:35.792220,2025-08-06 18:12:10.694566,0 days 00:00:34.902346,6,17,10,28,26,70,103,10,31,COMPLETE
890,40242.88631733696,2025-08-06 18:11:47.822228,2025-08-06 18:12:22.574267,0 days 00:00:34.752039,7,17,10,27,26,70,103,10,31,COMPLETE
891,-inf,2025-08-06 18:12:00.669212,2025-08-06 18:12:09.360258,0 days 00:00:08.691046,7,17,10,15,26,70,72,16,31,COMPLETE
892,77212.35805195152,2025-08-06 18:12:09.387902,2025-08-06 18:12:46.983098,0 days 00:00:37.595196,7,17,10,26,26,70,104,10,32,COMPLETE
893,98264.38074246627,2025-08-06 18:12:10.717901,2025-08-06 18:12:46.047629,0 days 00:00:35.329728,7,17,10,27,25,69,66,14,32,COMPLETE
894,107454.42556559289,2025-08-06 18:12:11.505678,2025-08-06 18:12:48.577957,0 days 00:00:37.072279,7,17,10,27,25,69,99,14,33,COMPLETE
895,76362.73423998976,2025-08-06 18:12:22.581127,2025-08-06 18:12:58.537805,0 days 00:00:35.956678,8,17,10,28,25,69,247,10,32,COMPLETE
896,116683.91660534653,2025-08-06 18:12:46.085028,2025-08-06 18:13:21.877203,0 days 00:00:35.792175,5,17,10,27,25,69,62,18,30,COMPLETE
897,2596.0160336988247,2025-08-06 18:12:47.123411,2025-08-06 18:13:23.313970,0 days 00:00:36.190559,5,17,10,28,7,69,72,20,33,COMPLETE
898,79.87343216816006,2025-08-06 18:12:48.591893,2025-08-06 18:13:24.729531,0 days 00:00:36.137638,5,17,10,26,7,66,64,19,30,COMPLETE
899,1678.6192674642034,2025-08-06 18:12:58.602478,2025-08-06 18:13:34.124850,0 days 00:00:35.522372,5,17,10,28,7,66,61,20,30,COMPLETE
900,512330.94167623285,2025-08-06 18:13:21.888777,2025-08-06 18:13:57.053060,0 days 00:00:35.164283,5,17,10,27,26,66,71,19,30,COMPLETE
901,109697.20409497089,2025-08-06 18:13:23.320266,2025-08-06 18:14:00.867294,0 days 00:00:37.547028,5,16,10,27,26,66,64,19,30,COMPLETE
902,31125.441579059076,2025-08-06 18:13:24.742493,2025-08-06 18:14:01.806541,0 days 00:00:37.064048,22,16,10,27,26,68,65,15,30,COMPLETE
903,59331.8429271638,2025-08-06 18:13:34.157204,2025-08-06 18:14:09.273519,0 days 00:00:35.116315,20,16,10,27,26,68,203,14,34,COMPLETE
904,21534.604492898798,2025-08-06 18:13:57.118297,2025-08-06 18:14:32.786293,0 days 00:00:35.667996,8,17,10,27,26,65,69,65,30,COMPLETE
905,34847.58508976958,2025-08-06 18:14:00.903808,2025-08-06 18:14:37.560256,0 days 00:00:36.656448,27,17,10,29,26,66,74,15,31,COMPLETE
906,85402.27291419734,2025-08-06 18:14:01.824953,2025-08-06 18:14:37.801981,0 days 00:00:35.977028,9,17,10,27,26,65,65,15,31,COMPLETE
907,101407.74573785646,2025-08-06 18:14:09.441263,2025-08-06 18:14:49.235362,0 days 00:00:39.794099,9,17,10,26,26,65,69,17,31,COMPLETE
908,69522.86692688362,2025-08-06 18:14:32.792807,2025-08-06 18:15:07.297328,0 days 00:00:34.504521,9,17,10,28,26,66,71,10,31,COMPLETE
909,54816.39422222829,2025-08-06 18:14:37.566807,2025-08-06 18:15:13.834903,0 days 00:00:36.268096,9,17,11,28,26,66,68,15,31,COMPLETE
910,73443.66955090221,2025-08-06 18:14:37.817409,2025-08-06 18:15:13.793514,0 days 00:00:35.976105,10,17,11,28,25,67,70,10,29,COMPLETE
911,111555.24132743716,2025-08-06 18:14:49.273836,2025-08-06 18:15:23.976475,0 days 00:00:34.702639,7,17,9,28,25,66,67,10,29,COMPLETE
912,200486.08483396744,2025-08-06 18:15:07.298285,2025-08-06 18:15:41.396326,0 days 00:00:34.098041,7,18,9,28,27,67,71,10,29,COMPLETE
913,1633.127549567579,2025-08-06 18:15:13.827038,2025-08-06 18:15:51.265629,0 days 00:00:37.438591,60,18,9,25,27,67,69,22,29,COMPLETE
914,6382.651089446824,2025-08-06 18:15:13.862024,2025-08-06 18:15:49.449716,0 days 00:00:35.587692,7,18,9,27,27,67,70,275,29,COMPLETE
915,135650.82987151068,2025-08-06 18:15:23.998751,2025-08-06 18:16:00.906007,0 days 00:00:36.907256,6,18,9,26,27,67,74,22,32,COMPLETE
916,99115.73209144923,2025-08-06 18:15:41.407681,2025-08-06 18:16:15.352744,0 days 00:00:33.945063,6,18,10,27,27,67,76,20,32,COMPLETE
917,113560.41610201626,2025-08-06 18:15:49.450742,2025-08-06 18:16:23.753269,0 days 00:00:34.302527,6,16,10,26,25,67,77,21,30,COMPLETE
918,26822.510957834616,2025-08-06 18:15:51.324082,2025-08-06 18:16:27.081808,0 days 00:00:35.757726,6,16,10,28,25,68,76,172,32,COMPLETE
919,71315.37084478054,2025-08-06 18:16:00.970854,2025-08-06 18:16:36.174517,0 days 00:00:35.203663,6,16,10,26,25,68,78,21,43,COMPLETE
920,4866.810197050008,2025-08-06 18:16:15.365160,2025-08-06 18:16:54.202067,0 days 00:00:38.836907,36,18,10,29,25,68,78,20,30,COMPLETE
921,534384.0282593084,2025-08-06 18:16:23.761157,2025-08-06 18:17:02.003877,0 days 00:00:38.242720,5,17,10,27,25,68,90,21,30,COMPLETE
922,46823.76176187696,2025-08-06 18:16:27.118866,2025-08-06 18:17:04.802731,0 days 00:00:37.683865,8,17,11,26,26,70,94,21,30,COMPLETE
923,41525.18447187824,2025-08-06 18:16:36.240217,2025-08-06 18:17:11.186845,0 days 00:00:34.946628,8,17,11,27,26,65,94,15,30,COMPLETE
924,86124.78992030807,2025-08-06 18:16:54.406888,2025-08-06 18:17:30.074642,0 days 00:00:35.667754,8,17,11,26,26,65,89,15,31,COMPLETE
925,26007.913701937072,2025-08-06 18:17:02.020642,2025-08-06 18:17:37.615085,0 days 00:00:35.594443,8,17,11,27,18,65,96,24,30,COMPLETE
926,76775.0096499665,2025-08-06 18:17:04.824278,2025-08-06 18:17:41.739705,0 days 00:00:36.915427,8,17,10,27,25,66,90,15,31,COMPLETE
927,145835.10415001563,2025-08-06 18:17:11.224094,2025-08-06 18:17:46.915545,0 days 00:00:35.691451,5,17,10,28,25,66,98,24,32,COMPLETE
928,499173.00694549136,2025-08-06 18:17:30.101467,2025-08-06 18:18:04.621993,0 days 00:00:34.520526,5,17,10,27,25,66,90,24,32,COMPLETE
929,97139.72523938827,2025-08-06 18:17:37.651780,2025-08-06 18:18:12.082869,0 days 00:00:34.431089,5,17,10,29,25,67,61,24,32,COMPLETE
930,449834.64503424044,2025-08-06 18:17:41.767076,2025-08-06 18:18:18.639405,0 days 00:00:36.872329,5,16,10,29,25,67,89,10,32,COMPLETE
931,587035.3769332254,2025-08-06 18:17:46.938095,2025-08-06 18:18:25.169652,0 days 00:00:38.231557,5,16,10,29,25,67,89,24,33,COMPLETE
932,99812.61480322076,2025-08-06 18:18:04.633777,2025-08-06 18:18:39.677916,0 days 00:00:35.044139,5,17,10,29,25,64,61,25,33,COMPLETE
933,1391.9243805042329,2025-08-06 18:18:12.142520,2025-08-06 18:18:48.513503,0 days 00:00:36.370983,5,17,10,28,25,64,170,25,33,COMPLETE
934,230159.8360237211,2025-08-06 18:18:18.675894,2025-08-06 18:18:57.293759,0 days 00:00:38.617865,5,16,10,29,25,64,95,25,33,COMPLETE
935,226920.28644443778,2025-08-06 18:18:25.176561,2025-08-06 18:19:01.463842,0 days 00:00:36.287281,5,16,10,27,25,65,92,28,33,COMPLETE
936,194468.6195396164,2025-08-06 18:18:39.684099,2025-08-06 18:19:18.247659,0 days 00:00:38.563560,5,16,10,30,25,65,95,30,33,COMPLETE
937,102239.00981728594,2025-08-06 18:18:48.543758,2025-08-06 18:19:25.794055,0 days 00:00:37.250297,5,16,10,29,25,66,97,29,33,COMPLETE
938,166150.6637880986,2025-08-06 18:18:57.332375,2025-08-06 18:19:31.919056,0 days 00:00:34.586681,5,16,10,30,25,66,94,31,33,COMPLETE
939,151338.93542428626,2025-08-06 18:19:01.475565,2025-08-06 18:19:37.807697,0 days 00:00:36.332132,5,16,10,30,25,65,101,18,33,COMPLETE
940,50767.09443012313,2025-08-06 18:19:18.384510,2025-08-06 18:19:55.811663,0 days 00:00:37.427153,6,16,10,29,25,66,98,16,32,COMPLETE
941,6153.416960214379,2025-08-06 18:19:25.823550,2025-08-06 18:20:01.253012,0 days 00:00:35.429462,6,16,10,29,25,66,181,18,32,COMPLETE
942,136139.0532926078,2025-08-06 18:19:31.922761,2025-08-06 18:20:08.621100,0 days 00:00:36.698339,6,15,10,30,25,66,103,18,32,COMPLETE
943,333773.401118836,2025-08-06 18:19:37.840877,2025-08-06 18:20:14.676030,0 days 00:00:36.835153,7,16,10,30,25,66,89,10,32,COMPLETE
944,40520.80848010403,2025-08-06 18:19:56.052523,2025-08-06 18:20:31.404068,0 days 00:00:35.351545,7,16,9,30,25,59,89,10,34,COMPLETE
945,236357.1606166154,2025-08-06 18:20:01.327541,2025-08-06 18:20:37.535289,0 days 00:00:36.207748,7,15,9,30,24,65,89,10,34,COMPLETE
946,82690.8794162291,2025-08-06 18:20:08.632985,2025-08-06 18:20:45.627106,0 days 00:00:36.994121,7,15,9,28,25,67,91,24,34,COMPLETE
947,76346.98672274755,2025-08-06 18:20:14.693064,2025-08-06 18:20:51.339796,0 days 00:00:36.646732,7,16,9,27,24,67,90,23,34,COMPLETE
948,5795.0875548115255,2025-08-06 18:20:31.437223,2025-08-06 18:21:05.487249,0 days 00:00:34.050026,5,15,9,28,24,67,214,23,34,COMPLETE
949,202040.29247107415,2025-08-06 18:20:37.571380,2025-08-06 18:21:13.472266,0 days 00:00:35.900886,5,16,10,28,24,67,100,22,32,COMPLETE
950,17175.551340590682,2025-08-06 18:20:45.653086,2025-08-06 18:21:21.022137,0 days 00:00:35.369051,5,16,10,27,24,67,192,23,32,COMPLETE
951,127329.74968807354,2025-08-06 18:20:51.363115,2025-08-06 18:21:28.011244,0 days 00:00:36.648129,5,16,10,27,24,67,100,37,32,COMPLETE
952,101248.93948430374,2025-08-06 18:21:05.517948,2025-08-06 18:21:41.657643,0 days 00:00:36.139695,5,16,10,29,19,67,100,34,32,COMPLETE
953,34798.98786034149,2025-08-06 18:21:13.484069,2025-08-06 18:21:47.774005,0 days 00:00:34.289936,5,16,19,27,25,67,94,152,32,COMPLETE
954,83456.06956161823,2025-08-06 18:21:21.060892,2025-08-06 18:21:57.358626,0 days 00:00:36.297734,6,16,10,27,26,65,93,36,33,COMPLETE
955,71791.18764729828,2025-08-06 18:21:28.022831,2025-08-06 18:22:05.006872,0 days 00:00:36.984041,7,16,10,27,26,68,93,16,33,COMPLETE
956,67442.12651623048,2025-08-06 18:21:41.726361,2025-08-06 18:22:15.649003,0 days 00:00:33.922642,7,16,10,28,26,66,93,16,33,COMPLETE
957,48077.313161812344,2025-08-06 18:21:47.794484,2025-08-06 18:22:23.839636,0 days 00:00:36.045152,7,15,10,29,26,65,88,100,33,COMPLETE
958,374321.342727936,2025-08-06 18:21:57.364780,2025-08-06 18:22:33.425594,0 days 00:00:36.060814,7,17,10,28,25,68,88,18,31,COMPLETE
959,6709.572651386454,2025-08-06 18:22:05.040049,2025-08-06 18:22:40.740120,0 days 00:00:35.700071,71,17,10,28,25,66,88,15,39,COMPLETE
960,159819.07556293564,2025-08-06 18:22:15.696965,2025-08-06 18:22:50.384875,0 days 00:00:34.687910,7,17,9,28,25,68,89,29,39,COMPLETE
961,95418.42626859595,2025-08-06 18:22:23.856338,2025-08-06 18:23:00.909286,0 days 00:00:37.052948,6,17,9,26,25,68,81,30,31,COMPLETE
962,159944.84483308997,2025-08-06 18:22:33.499657,2025-08-06 18:23:10.278974,0 days 00:00:36.779317,6,17,9,28,25,68,107,31,31,COMPLETE
963,131367.8883273752,2025-08-06 18:22:40.779766,2025-08-06 18:23:17.506529,0 days 00:00:36.726763,6,17,11,31,25,68,107,30,31,COMPLETE
964,260602.36795281447,2025-08-06 18:22:50.458178,2025-08-06 18:23:24.774364,0 days 00:00:34.316186,5,17,11,26,25,68,82,10,31,COMPLETE
965,26289.00239401016,2025-08-06 18:23:01.005397,2025-08-06 18:23:38.793364,0 days 00:00:37.787967,10,16,11,26,24,68,86,19,31,COMPLETE
966,26956.71846376377,2025-08-06 18:23:10.311610,2025-08-06 18:23:46.123551,0 days 00:00:35.811941,10,17,10,26,24,68,85,10,32,COMPLETE
967,22534.13272518166,2025-08-06 18:23:17.512924,2025-08-06 18:23:52.610623,0 days 00:00:35.097699,10,16,10,26,24,67,85,20,32,COMPLETE
968,24795.648677524852,2025-08-06 18:23:24.796249,2025-08-06 18:24:01.682441,0 days 00:00:36.886192,10,16,10,29,24,66,85,20,42,COMPLETE
969,51588.77467373744,2025-08-06 18:23:38.861358,2025-08-06 18:24:14.494568,0 days 00:00:35.633210,9,16,10,29,26,66,85,24,32,COMPLETE
970,768.0644110792659,2025-08-06 18:23:46.174777,2025-08-06 18:24:21.789672,0 days 00:00:35.614895,67,16,10,31,26,69,97,117,34,COMPLETE
971,191051.3749165596,2025-08-06 18:23:52.617668,2025-08-06 18:24:28.964681,0 days 00:00:36.347013,5,15,10,29,26,66,95,25,34,COMPLETE
972,7658.520493903878,2025-08-06 18:24:01.693796,2025-08-06 18:24:36.197474,0 days 00:00:34.503678,67,15,10,27,26,69,96,26,33,COMPLETE
973,30892.832604182917,2025-08-06 18:24:14.632356,2025-08-06 18:24:51.222270,0 days 00:00:36.589914,8,15,10,31,26,69,91,24,34,COMPLETE
974,22877.193350030408,2025-08-06 18:24:21.812233,2025-08-06 18:24:59.051691,0 days 00:00:37.239458,32,15,9,27,26,69,93,15,33,COMPLETE
975,31921.137513703772,2025-08-06 18:24:29.000013,2025-08-06 18:25:04.987766,0 days 00:00:35.987753,8,17,9,27,25,69,79,15,36,COMPLETE
976,44578.66322769917,2025-08-06 18:24:36.209123,2025-08-06 18:25:12.229819,0 days 00:00:36.020696,8,17,9,28,25,67,90,15,36,COMPLETE
977,71698.69859400489,2025-08-06 18:24:51.380480,2025-08-06 18:25:27.728855,0 days 00:00:36.348375,7,17,11,27,25,67,79,17,32,COMPLETE
978,81903.17698416399,2025-08-06 18:24:59.111296,2025-08-06 18:25:35.910804,0 days 00:00:36.799508,7,17,9,27,25,67,80,18,31,COMPLETE
979,-inf,2025-08-06 18:25:05.042670,2025-08-06 18:25:41.184041,0 days 00:00:36.141371,5,17,11,28,25,38,89,10,31,COMPLETE
980,88687.7197963901,2025-08-06 18:25:12.306216,2025-08-06 18:25:49.891483,0 days 00:00:37.585267,5,17,11,32,25,67,80,44,40,COMPLETE
981,147710.54420293786,2025-08-06 18:25:27.746712,2025-08-06 18:26:03.399121,0 days 00:00:35.652409,5,10,10,26,24,68,72,48,31,COMPLETE
982,117875.77270264926,2025-08-06 18:25:35.917366,2025-08-06 18:26:14.516897,0 days 00:00:38.599531,5,17,10,31,24,68,72,43,46,COMPLETE
983,43469.373206065604,2025-08-06 18:25:41.196419,2025-08-06 18:26:19.868705,0 days 00:00:38.672286,5,10,10,32,24,70,64,43,33,COMPLETE
984,361284.14203349774,2025-08-06 18:25:49.923031,2025-08-06 18:26:29.498626,0 days 00:00:39.575595,5,10,10,26,24,68,73,32,33,COMPLETE
985,59159.353892762345,2025-08-06 18:26:03.426534,2025-08-06 18:26:41.360765,0 days 00:00:37.934231,6,10,16,31,24,70,66,35,35,COMPLETE
986,54819.368106536196,2025-08-06 18:26:14.565400,2025-08-06 18:26:51.997344,0 days 00:00:37.431944,7,16,16,32,26,70,87,131,35,COMPLETE
987,241340.3010044855,2025-08-06 18:26:19.870472,2025-08-06 18:26:59.394667,0 days 00:00:39.524195,7,16,16,28,26,69,88,35,33,COMPLETE
988,56724.93662993845,2025-08-06 18:26:29.531548,2025-08-06 18:27:07.499689,0 days 00:00:37.968141,7,16,16,28,26,65,87,130,35,COMPLETE
989,496193.23800726485,2025-08-06 18:26:41.388419,2025-08-06 18:27:21.477668,0 days 00:00:40.089249,7,16,9,29,26,69,88,27,32,COMPLETE
990,129544.51789607145,2025-08-06 18:26:52.055156,2025-08-06 18:27:34.208686,0 days 00:00:42.153530,8,16,9,29,26,69,89,27,32,COMPLETE
991,4089.7152443654563,2025-08-06 18:26:59.450545,2025-08-06 18:27:43.244667,0 days 00:00:43.794122,9,16,9,47,26,65,82,213,32,COMPLETE
992,9483.973658787972,2025-08-06 18:27:07.525051,2025-08-06 18:27:50.789896,0 days 00:00:43.264845,39,17,9,33,25,69,57,10,32,COMPLETE
993,39575.67625320344,2025-08-06 18:27:21.519884,2025-08-06 18:28:02.233096,0 days 00:00:40.713212,9,16,9,29,26,69,99,38,32,COMPLETE
994,36544.20581295658,2025-08-06 18:27:34.233224,2025-08-06 18:28:11.963263,0 days 00:00:37.730039,9,16,9,29,26,66,98,38,32,COMPLETE
995,34733.134378397066,2025-08-06 18:27:43.252405,2025-08-06 18:28:20.678316,0 days 00:00:37.425911,9,16,9,29,26,66,96,38,34,COMPLETE
996,20346.80908999809,2025-08-06 18:27:50.835719,2025-08-06 18:28:28.880118,0 days 00:00:38.044399,11,16,9,30,26,67,100,37,34,COMPLETE
997,12967.971136243474,2025-08-06 18:28:02.239567,2025-08-06 18:28:36.959823,0 days 00:00:34.720256,24,16,9,30,26,66,93,31,34,COMPLETE
998,15702.158139481593,2025-08-06 18:28:11.969629,2025-08-06 18:28:43.326186,0 days 00:00:31.356557,8,15,9,29,26,68,93,29,34,COMPLETE
999,13141.516596064499,2025-08-06 18:28:20.705092,2025-08-06 18:28:46.215829,0 days 00:00:25.510737,11,15,9,30,25,68,92,29,34,COMPLETE
